Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
350.,South Ind.Bank,23.78,4.98,6221.56,1.26,341.87,11.96,2370.74,8.55,6.19
351.,R C F,115.94,25.17,6396.29,1.07,80.23,615.06,4518.35,-7.85,6.16
352.,J & K Bank,91.03,4.70,10024.06,2.36,528.60,25.03,3209.67,11.40,5.90
353.,Sundaram Fin.Hol,265.18,10.26,5889.75,2.90,105.72,3.20,32.58,28.72,5.85
354.,G S F C,171.85,12.59,6847.84,2.33,133.85,13.44,2814.07,40.16,5.77
355.,Nazara Technolo.,930.60,114.10,8153.57,0.00,13.68,-46.04,534.69,66.88,5.53
356.,Nuvoco Vistas,294.10,,10503.96,0.00,-61.37,-297.78,2409.36,-0.48,5.42
357.,Zydus Wellness,1591.00,31.63,10123.87,0.31,6.40,2033.33,461.90,14.56,5.33
358.,Shilpa Medicare,628.55,72.62,6146.65,0.00,31.78,593.89,319.32,11.35,5.25
359.,Niva Bupa Health,71.24,159.02,13015.74,0.00,13.24,189.08,1258.02,22.65,4.85
360.,Just Dial,819.75,17.29,6971.18,0.00,131.31,231.67,287.33,8.41,4.81
361.,Brookfield India,299.14,195.49,18180.31,,25.81,55.76,601.51,13.33,4.80
362.,TVS Supply,129.68,,5721.00,0.00,-23.80,-348.95,2444.62,10.03,4.74
363.,Sagility India,42.02,86.40,19670.94,0.00,216.91,207.24,1453.07,15.31,4.71
364.,PVR Inox,899.80,,8836.03,0.00,35.50,177.34,1717.30,11.09,4.69
365.,Sunteck Realty,369.45,26.89,5412.04,0.41,42.52,537.00,161.76,281.06,4.66
366.,Cartrade Tech,1559.00,65.09,7395.29,0.00,45.53,94.40,176.22,27.15,4.20
367.,Inox Wind Energy,8590.65,102.89,10349.65,0.00,124.43,984.27,912.04,80.88,4.15
368.,Piramal Enterp.,885.95,,19976.20,1.13,38.56,-121.64,2448.58,-1.09,3.91
369.,Sterling & Wils.,221.15,187.98,5163.73,0.00,17.14,123.77,1837.20,215.19,3.77
370.,Tejas Networks,659.75,17.46,11615.53,0.00,165.67,469.22,2642.24,371.86,3.68
371.,Eureka Forbes,514.90,69.87,9957.71,0.00,34.82,53.80,597.84,11.01,3.46
372.,Prism Johnson,122.55,,6168.68,0.00,46.03,1434.20,1858.54,7.53,3.45
373.,RattanIndia Ent,39.15,15.09,5411.59,0.00,-170.44,-190.81,1921.49,2.20,2.89
374.,National High,132.00,68.41,17321.05,,74.50,-0.69,566.77,140.25,2.82
375.,Akums Drugs,510.25,55.43,8031.03,0.00,66.31,-67.98,1010.41,-6.69,2.40
376.,SignatureGlobal,1081.65,187.15,15198.34,0.00,29.14,1267.14,827.69,193.70,1.94
377.,SpiceJet,45.48,,5829.11,0.00,24.97,108.28,1231.07,-35.33,1.64
378.,Graphite India,441.45,20.25,8624.86,2.49,-21.00,-217.65,523.00,-24.20,1.44
379.,Reliance Power,33.39,,13412.67,0.00,41.95,103.34,1852.84,-4.68,1.43
380.,Mah. Scooters,9314.30,60.17,10644.91,1.83,3.30,230.00,5.79,-9.11,0.88
381.,Cube Highways,120.00,108.45,16013.38,,52.01,464.47,877.91,16.53,0.72
382.,V-Mart Retail,2780.00,,5504.19,0.00,71.63,153.74,1026.73,15.49,0.54
383.,Max Estates,355.60,520.92,5724.96,0.00,15.82,603.82,40.04,65.66,0.46
384.,Netwrk.18 Media,41.49,,6397.76,0.00,-1399.91,143.90,1360.50,-23.30,-0.26
385.,India Cements,272.85,,8455.55,0.00,118.63,-888.83,940.81,-15.48,-0.78
386.,Delhivery,241.76,441.04,18025.18,0.00,24.99,60.40,2378.30,8.38,-1.73
387.,PC Jeweller,13.97,20.89,7545.03,0.00,147.96,174.73,639.45,1496.23,-1.74
388.,Chemplast Sanmar,430.45,,6805.83,0.00,-48.82,45.38,1057.55,19.08,-2.06
389.,KIOCL,229.54,,13950.32,0.00,-47.79,-222.44,180.55,-67.14,-2.18
390.,Borosil Renew.,505.60,,6602.12,0.00,-30.07,-71.48,361.49,9.54,-3.94
391.,Brainbees Solut.,377.10,,19578.44,0.00,-14.74,70.13,2172.31,14.32,-4.00
392.,Alok Industries,15.91,,7899.70,0.00,-272.99,-18.73,863.86,-31.06,-4.40
393.,NMDC Steel,34.24,,10034.39,0.00,-757.78,-33.32,2119.54,128.93,-8.69
394.,Embassy Develop,109.37,,12932.80,0.00,22.39,157.58,278.50,176.98,-10.94
395.,OneSource Speci.,1507.20,,17247.80,0.00,-68.85,146.85,392.56,598.38,-11.81
396.,Zinka Logistics,405.55,,7186.95,0.00,-48.03,558.80,113.98,40.94,-32.33
