Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
100.,Zydus Lifesci.,883.10,19.60,88860.52,0.34,1026.20,33.34,5269.10,16.96,22.34
101.,Dabur India,500.95,50.19,88784.28,1.10,515.82,1.85,3355.25,3.08,22.28
102.,Jindal Stain.,632.30,21.60,52086.95,0.47,654.27,-5.35,9907.30,8.54,22.23
103.,Godfrey Phillips,5708.25,28.34,29679.43,0.98,315.84,48.74,1895.52,27.43,22.17
104.,Indus Towers,327.00,8.81,88124.44,0.00,4003.20,159.86,7547.40,4.84,22.08
105.,Maruti Suzuki,11513.80,24.89,361996.84,1.09,3726.90,16.22,38764.30,15.67,21.82
106.,Deepak Nitrite,1948.60,38.48,26577.55,0.38,98.13,-51.45,1903.40,-5.27,21.65
107.,Cochin Shipyard,1291.65,41.30,33980.83,0.75,184.29,-25.70,1069.88,4.74,21.62
108.,H P C L,323.70,11.42,68877.61,6.49,2543.65,256.83,110607.97,-0.66,21.26
109.,Jyoti CNC Auto.,1000.30,74.18,22749.13,0.00,80.24,67.03,449.51,18.94,21.22
110.,Adani Total Gas,604.35,99.53,66467.02,0.04,142.38,-19.40,1294.46,11.96,21.20
111.,I O C L,125.67,18.28,177461.60,9.55,2147.35,-81.87,194014.49,-2.95,21.14
112.,Vedanta,442.95,14.58,173210.64,9.82,4876.00,76.20,39115.00,10.06,20.91
113.,ZF Commercial,11883.05,51.85,22530.26,0.14,124.91,25.39,955.89,7.79,20.90
114.,Sumitomo Chemi.,486.35,47.34,24275.95,0.19,84.31,53.43,622.43,15.17,20.83
115.,Motil.Oswal.Fin.,576.40,10.50,34544.45,0.87,566.00,-14.45,1998.63,11.58,20.69
116.,K P R Mill Ltd,897.55,37.22,30679.52,0.56,202.25,8.12,1529.22,23.19,20.62
117.,Bosch,26378.35,38.45,77799.36,1.42,458.20,4.33,4465.70,6.19,20.61
118.,Gujarat Gas,387.55,21.75,26678.56,1.46,221.62,0.58,4152.89,5.70,20.51
119.,Chambal Fert.,556.55,13.80,22298.30,1.35,534.40,16.33,4918.06,13.10,20.21
120.,Welspun Corp,810.10,14.36,21252.92,0.62,672.19,130.27,3613.51,-23.92,20.19
121.,Tata Motors,655.50,7.58,241301.95,0.46,5578.00,-22.95,113575.00,2.71,20.11
122.,BSE,3926.25,56.81,53152.14,0.38,218.59,105.69,831.74,95.20,19.97
123.,Uno Minda,902.85,55.07,51838.38,0.22,254.37,20.21,4183.99,18.77,19.94
124.,Honeywell Auto,33850.45,56.26,29923.80,0.30,132.10,3.28,1090.80,1.85,19.85
125.,ICICI Securities,836.75,12.97,27206.68,3.47,504.46,8.33,1585.97,19.90,19.74
126.,Alkem Lab,4706.95,26.02,56278.65,0.85,640.79,-1.71,3374.28,1.52,19.68
127.,Metro Brands,1076.75,71.31,29309.62,0.46,95.08,-3.30,703.09,10.64,19.66
128.,Avenue Super.,3797.10,90.85,247089.85,0.00,723.54,4.80,15972.55,17.68,19.41
129.,Global Health,1178.05,62.37,31640.94,0.00,142.86,15.64,943.44,12.79,19.32
130.,Godrej Consumer,1025.80,60.85,104940.16,1.46,498.31,-14.27,3768.43,2.97,19.02
131.,Suven Pharma,1148.70,104.81,29241.88,0.00,83.29,77.28,307.15,39.73,18.78
132.,PG Electroplast,835.00,111.44,23638.32,0.02,39.54,106.15,967.69,81.94,18.72
133.,Rail Vikas,329.35,55.00,68670.14,0.64,294.99,-9.51,4590.75,-1.82,18.70
134.,O N G C,225.43,7.17,283597.23,5.43,9783.64,-17.97,166096.68,-0.75,18.43
135.,Hindustan Copper,215.80,51.87,20868.38,0.43,62.90,-0.16,327.77,-17.91,17.99
136.,Hitachi Energy,12033.50,162.55,50999.99,0.03,137.38,498.08,1620.27,27.16,17.85
137.,Star Health Insu,354.05,26.42,20809.09,0.00,215.14,-25.70,4145.95,15.87,17.69
138.,Oil India,375.50,8.28,61079.12,2.80,1457.20,-42.98,8336.90,-13.29,17.67
139.,Balkrishna Inds,2499.05,27.25,48310.93,0.64,449.48,47.17,2560.33,12.57,17.62
140.,Tata Comm,1503.95,38.50,42862.58,1.11,236.08,893.33,5798.07,3.76,17.55
141.,Linde India,6021.00,118.24,51347.09,0.07,113.99,-2.70,605.86,-14.21,17.36
142.,Sun Pharma.Inds.,1683.45,34.25,403916.05,0.80,2912.98,22.66,13675.46,10.46,17.32
143.,ACC,1854.00,14.48,34815.76,0.40,1091.79,103.06,5927.38,20.61,17.27
144.,Natl. Aluminium,187.87,8.75,34504.80,4.26,1582.90,224.05,4662.22,39.27,16.95
145.,F A C T,598.80,463.59,38746.67,0.16,8.00,-73.61,949.42,-13.48,16.94
146.,Thermax,3370.70,66.09,40164.01,0.36,113.73,-18.97,2507.76,7.89,16.93
147.,Wipro,264.00,22.29,276453.79,2.27,3366.70,24.48,22318.80,0.51,16.93
148.,Krishna Institu.,570.55,65.57,22829.93,0.00,92.50,23.47,772.40,27.49,16.87
149.,Endurance Tech.,1905.15,33.44,26798.38,0.45,184.39,21.09,2859.16,11.64,16.60
150.,Divi's Lab.,5620.45,72.18,149205.29,0.53,589.00,64.53,2319.00,25.01,16.48
151.,Apollo Tyres,400.95,18.87,25464.37,1.50,337.25,-32.88,6927.95,5.04,16.45
152.,JSW Infrast,264.30,41.96,55503.04,0.21,335.62,31.56,1181.83,25.71,16.41
153.,Affle India,1430.55,54.87,20098.70,0.00,100.22,30.46,601.67,20.65,16.25
