Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
1.,Jagjanani Text.,8.47,,13.21,0.00,-0.09,-125.00,0.00,,2400.00
2.,Manbro Indust.,852.45,,494.51,0.00,0.02,-91.67,0.00,-100.00,700.00
3.,Aananda Lakshmi,14.65,5.83,5.13,0.00,-0.18,-89.30,0.43,-39.44,483.40
4.,Monotype India,0.72,6.34,50.62,0.00,0.89,545.00,20.42,,437.75
5.,Medinova Diagno.,38.00,19.96,37.93,0.00,0.38,-5.00,2.25,-5.86,232.00
6.,Spice IslandsInd,43.78,,18.83,0.00,-0.21,-400.00,0.33,230.00,211.76
7.,Ksolves India,342.25,21.40,811.54,2.85,10.17,15.05,37.51,33.25,199.44
8.,Varyaa Creations,64.00,10.15,30.66,0.00,0.62,,15.33,,192.38
9.,Guj. Toolroom,1.67,2.22,232.53,9.98,1.43,-90.01,230.74,76.06,179.38
10.,SBEC Systems,20.00,12.27,20.00,0.00,0.56,100.00,0.78,11.43,154.49
11.,Amwill,76.48,12.22,152.99,0.00,,,,,153.49
12.,Voler Car,90.00,25.98,100.29,0.00,2.49,,21.50,,149.21
13.,Vintron Info.,27.48,5.64,273.25,0.00,9.69,2591.67,175.48,3050.45,146.65
14.,Swadeshi Polytex,60.51,78.66,235.99,0.00,1.19,-97.36,0.30,-99.45,146.60
15.,Tuticorin Alkali,86.01,21.83,1047.91,0.00,4.89,-74.48,81.86,7.50,146.32
16.,CLN Energy,259.50,28.00,273.86,0.00,4.64,,74.83,,146.26
17.,Athena Global,73.04,0.49,102.62,0.00,-3.84,8.79,4.19,5.81,123.99
18.,Infronics Sys.,35.45,18.37,28.10,0.00,0.08,-74.19,0.39,-39.06,123.82
19.,Ambitious Plasto,10.88,90.29,6.32,0.00,0.03,-72.73,0.67,-38.53,120.00
20.,Maha Rashtra Apx,109.76,0.36,155.31,0.00,-6.80,92.12,0.05,-92.06,119.79
21.,Franklin Indust.,2.15,3.34,62.18,0.00,3.29,-4.64,30.14,80.16,119.60
22.,Sathlokhar,410.30,37.87,990.38,0.00,16.45,,141.87,205.75,116.56
23.,Press. Senstive,3.37,0.71,50.00,0.00,1.01,-97.00,5.49,-84.31,113.96
24.,Triveni Glass,13.36,9.58,16.86,0.00,0.18,12.50,0.00,,112.22
25.,RRPSemiconductor,506.85,68.10,690.53,0.00,6.56,65700.00,14.82,,104.76
26.,Spectrum Foods,25.93,,62.05,0.00,0.23,-84.77,5.67,10.74,104.02
27.,Nisus Finance,346.50,36.16,827.38,0.00,18.87,,32.92,172.29,101.56
28.,Remedium Life,2.27,,91.53,0.00,0.76,-98.34,38.15,-97.92,99.50
29.,Modern Engineer.,27.08,,41.84,0.00,-3.61,-36200.00,22.68,14.20,98.71
30.,Bridge Securitie,10.12,19.38,39.34,0.00,0.73,284.21,0.75,226.09,98.55
31.,Sat Kartar,138.00,35.05,217.28,0.00,,,,,98.30
32.,Identical Brains,50.50,13.24,70.83,0.00,2.41,,11.39,,97.75
33.,Blue Pebble,211.35,18.75,86.23,0.00,3.77,,23.39,77.47,97.57
34.,Technvision Ven.,6692.40,428.42,4202.83,0.00,1.36,-84.79,80.96,35.38,94.69
35.,Vuenow Infratech,112.15,38.84,260.20,0.67,-0.66,-183.54,0.00,-100.00,94.38
36.,Rajkamal Synth.,44.59,163.56,29.44,0.00,-0.07,-250.00,0.05,,94.12
37.,Gayatri Sugars,9.33,,60.76,0.00,1.24,-6.06,109.53,44.61,93.23
38.,Positron,321.00,21.07,243.97,0.00,4.75,,69.79,39.69,91.08
39.,Anirit Ventures,108.20,10.29,64.92,0.00,-0.17,-13.33,0.02,-80.00,88.89
40.,Mishtann Foods,5.33,1.66,574.37,0.02,72.95,-21.60,322.69,-2.37,88.74
41.,Shubhshree,310.00,49.24,162.50,0.00,4.04,,77.36,,86.51
42.,One Global Serv,283.45,17.53,201.25,0.35,3.48,138.36,33.37,129.50,84.85
43.,Network People,1616.95,64.08,3135.25,0.00,5.13,-21.44,21.24,-32.34,83.46
44.,Associated,88.35,11.82,11.94,0.00,0.40,,2.21,,80.47
45.,Apex Ecotech,80.55,16.02,106.21,0.00,1.55,,21.70,,79.09
46.,21st Cent. Mgmt.,65.45,1.73,68.72,3.82,-3.72,-123.21,-2.18,-113.15,78.43
47.,Jhandewala Foods,46.90,7.94,62.19,0.00,2.49,119.90,30.27,193.03,78.22
48.,Crestchem,252.70,27.27,75.81,0.20,0.52,-42.86,4.80,-34.78,78.17
49.,Unimech Aero.,900.40,78.88,4579.15,0.00,15.57,-23.60,53.90,-16.72,75.43
50.,Teerth,279.95,19.03,335.93,0.00,9.52,,68.00,81.96,75.31
51.,Shilchar Tech.,5308.00,34.75,4048.31,0.24,34.77,33.27,153.74,30.33,74.65
52.,Dam Capital Advi,204.87,20.61,1448.14,0.00,51.43,144.67,103.93,131.57,74.22
53.,Envirotech,94.75,15.58,178.04,0.00,2.83,,16.30,-12.83,74.01
54.,High Street Fila,152.25,164.17,9.85,0.00,-0.03,,0.00,-100.00,73.68
55.,P. H. Capital,245.50,5.24,73.65,0.10,2.07,-77.30,74.62,149.65,73.50
56.,Concord Control,1045.00,43.66,658.40,0.00,8.43,,49.75,63.38,72.84
57.,Danish Power,722.90,37.45,1423.51,0.00,20.73,,163.38,,72.71
58.,Prizor Viztech,125.55,24.10,134.23,0.00,4.28,,31.03,418.90,72.24
59.,Naturewings Hol.,67.33,19.00,21.28,0.00,0.72,,12.47,-0.24,72.22
60.,Avax Apparels,105.00,7.91,10.91,0.00,,,,,71.28
61.,IB Infotech,161.00,26.44,20.62,0.62,0.15,15.38,0.88,-6.38,69.90
62.,Olatech Solution,247.00,21.85,109.93,0.00,3.29,,11.43,73.97,68.21
63.,Bhudevi Infra,182.60,35.66,83.80,0.00,0.88,158.82,2.99,84.57,67.95
64.,Sh. Rajas. Synt.,12.07,4.58,33.81,0.00,-3.59,35.07,3.39,-27.72,67.62
65.,Yuranus Infrast.,100.51,1759.00,35.18,0.00,-0.26,-273.33,7.05,-53.92,67.47
66.,Share,72.00,23.43,88.34,0.00,0.78,,4.00,12.04,66.45
67.,VJTF Eduservices,88.98,24.70,156.60,0.00,-2.10,-246.12,-0.02,-109.09,66.33
68.,Trom,150.00,17.59,137.92,0.00,4.13,,46.24,98.71,66.33
69.,Vipul Ltd,12.06,0.80,170.00,0.00,3.73,-94.10,11.26,-92.83,66.14
70.,Nexus Surgical,14.87,17.32,8.14,0.00,0.11,120.00,1.48,2.07,65.93
71.,Jyoti Resins,1241.65,20.44,1489.98,0.72,19.06,15.94,71.09,14.81,65.88
72.,Veritaas,89.00,14.44,25.12,0.00,0.82,,6.91,49.57,65.59
73.,Sanathnagar Ent.,26.41,,8.32,0.00,-0.08,-107.21,0.00,-100.00,65.46
74.,Cochin Malabar,175.75,56.56,31.11,0.00,-0.14,6.67,0.00,,65.15
75.,Maxvolt Ene.,172.00,36.28,187.55,0.00,,,,,65.14
76.,Sahasra Electro.,298.10,22.83,745.03,0.00,6.75,,41.25,,65.05
77.,NINtec Systems,503.85,43.43,935.95,0.00,6.05,76.90,21.26,21.62,64.39
78.,Basilic Fly Stud,277.70,23.39,645.37,0.00,10.32,,33.85,-31.71,64.05
79.,My Mudra Fin.,59.20,8.07,67.44,0.00,2.87,,33.74,5.21,63.68
80.,Z-Tech,586.75,54.41,750.88,0.00,5.75,442.45,24.14,52.50,63.59
81.,BNR Udyog,60.00,25.35,18.00,0.00,0.18,-10.00,0.57,-32.14,63.55
82.,Promact Impex,10.98,8.51,7.15,0.00,0.15,275.00,0.34,41.67,63.04
83.,Kiduja India,24.40,12.87,58.56,0.00,-13.66,-184.43,0.00,-100.00,62.45
84.,Everlon Fin.,116.95,6.84,72.51,0.00,4.46,82.79,1.39,-17.26,61.46
85.,Wanbury,210.43,37.15,689.59,0.00,1.22,-88.12,133.45,-8.28,60.64
86.,Readymix Cons.,82.10,9.70,89.97,0.00,,,,,60.59
87.,Denta Water,294.20,13.15,785.51,0.00,14.96,125.64,51.35,12.86,60.48
88.,Nephro Care,147.10,82.21,242.51,0.00,2.19,,17.69,,60.41
89.,Slone,232.00,18.03,122.24,0.00,4.72,,152.98,655.46,60.39
90.,Dindigul Farm,24.83,6.94,60.66,0.00,2.01,,32.70,-32.61,58.74
91.,NAPS Global,97.47,38.90,43.18,0.00,,,,,58.45
92.,E Factor Experie,147.25,12.95,192.72,0.68,0.25,,18.14,-14.64,58.40
93.,Sumuka Agro,181.85,34.84,129.24,0.00,0.71,-10.13,17.03,29.90,58.15
94.,Global Education,50.53,8.86,257.21,3.96,6.06,-33.77,16.70,-9.73,58.10
95.,Jeena Sikho,1639.25,48.36,4075.20,0.25,46.88,,214.13,36.08,57.94
96.,Quest,104.30,14.51,170.92,0.00,8.01,,42.63,3.92,57.51
97.,Key Corp,210.30,3.01,126.18,0.00,-3.96,-178.11,-3.72,-168.76,57.25
98.,Accelya Solution,1276.45,16.16,1905.26,5.09,32.36,4.62,133.17,6.75,57.03
99.,Wealth First Por,913.60,18.47,973.44,1.31,8.98,0.10,15.78,5.34,56.85
100.,Brace Port,74.85,17.30,84.59,1.00,3.60,,49.55,165.97,56.81
101.,Solarium Green,227.15,30.38,473.60,0.00,,,,,56.32
102.,Forbes Precision,153.55,26.04,792.23,0.00,7.44,-6.42,57.41,-4.75,55.86
103.,Sanjiv.Parant.,254.80,42.22,302.75,0.00,1.90,15.15,17.35,15.98,55.28
104.,Macfos,721.50,38.69,679.42,0.00,2.76,10.40,45.80,46.56,55.25
105.,Lakshya Powertec,169.60,9.60,171.02,0.00,7.41,,66.70,4.17,55.22
106.,Sahana Systems,1097.90,34.85,970.23,0.00,14.15,,52.64,117.88,55.04
107.,Suratwwala Busi.,27.58,47.40,478.28,0.00,0.19,-97.09,3.18,-80.55,54.89
108.,Comfort Comtrade,32.48,2.03,32.54,1.54,1.12,-90.88,1.13,-45.41,54.68
109.,Davin Sons Reta,22.55,7.24,11.87,0.00,0.74,,6.28,,54.59
110.,OSEL Devices,216.20,22.15,348.71,0.00,8.01,,87.35,72.32,54.21
111.,Shine Fashions,430.00,22.41,125.47,0.00,3.29,,34.25,68.89,53.98
112.,Prime Industries,83.07,133.93,131.25,0.00,0.82,78.26,0.00,-100.00,53.48
113.,Winsol,172.50,18.26,198.98,0.00,6.22,,41.79,24.93,53.08
114.,PDP Shipping,,20.70,40.15,,,,,,53.06
115.,Sigma Solve,249.00,14.55,255.91,0.20,4.23,-7.84,19.58,20.57,52.54
116.,Gem Enviro,72.12,14.38,162.63,0.69,4.59,,22.19,20.01,52.49
117.,Tunwal E-Motors,31.25,14.63,172.82,0.00,5.38,,74.43,65.47,52.37
118.,CapitalNumbers,177.35,17.38,433.21,0.00,13.67,,50.19,,52.18
119.,Owais Metal,532.95,29.01,969.03,0.00,24.72,,105.13,248.11,52.14
120.,Monarch Networth,317.40,16.06,2490.35,0.16,40.51,5.06,76.65,-7.49,51.84
121.,Rexpro Enter.,96.30,23.82,107.92,0.00,,,,,51.70
122.,Swaraj Engines,3158.95,24.64,3837.32,3.01,31.95,32.57,345.50,23.59,51.64
123.,Kronox Lab,146.85,21.77,544.87,0.34,6.53,37.76,24.01,15.93,51.53
124.,Rulka,154.05,15.01,65.60,0.00,0.94,,29.69,-18.50,50.64
125.,Petro Carbon,171.95,10.52,424.72,0.00,8.28,,176.45,-49.46,50.57
126.,Dhariwalcorp,101.00,20.05,90.41,0.00,2.68,,120.27,2.31,50.25
127.,DCM,97.41,6.61,181.94,0.00,20.56,34366.67,17.34,-7.17,50.22
128.,WOL 3D,101.55,13.03,65.52,0.00,2.93,,22.72,,50.21
129.,Gretex Corporate,521.50,24.17,621.40,0.12,1.28,-93.16,65.70,50.17,50.19
130.,Harshdeep,64.80,12.55,104.29,0.00,4.23,,24.75,7.75,50.09
131.,Garuda Cons,101.99,26.04,948.93,0.02,12.87,-7.01,62.22,8.21,49.19
132.,South. Magnesium,144.00,10.72,43.20,0.00,0.35,-70.34,1.74,-39.58,48.56
133.,Sanstar,86.42,23.59,1574.95,0.00,14.26,-34.80,212.69,-21.02,48.48
134.,HB Stockholdings,75.20,,53.68,1.99,-11.44,-189.80,-4.37,-128.84,48.35
135.,Systematix Corp.,128.05,26.63,1748.37,0.08,18.58,-22.36,43.82,-8.75,48.35
136.,Techknowgreen,165.30,18.30,122.04,0.00,3.80,,13.56,47.07,48.30
137.,Advani Hotels.,61.64,22.29,569.79,2.92,11.92,28.03,35.14,8.83,48.18
138.,Goenka Business,11.14,39.14,14.48,0.00,-0.72,-152.94,9.71,-51.55,48.09
139.,Avantel,109.45,40.81,2678.63,0.18,20.90,23.16,70.44,19.19,47.50
140.,Enviro Infra,195.36,32.21,3429.15,0.00,36.72,111.28,247.45,65.03,47.37
141.,Som Datt Finance,97.89,89.90,97.99,0.00,-4.29,-220.51,0.05,-98.89,46.59
142.,Kesar Enterprise,73.04,,73.62,0.00,-16.20,-76.28,163.77,-0.20,46.57
143.,JNK,292.75,48.58,1633.18,0.10,2.84,-90.50,93.52,-21.92,46.26
144.,Automotive Stamp,446.90,36.42,708.78,0.00,3.57,-24.68,198.16,-8.45,46.18
145.,Storage Tech,92.50,15.03,118.77,0.00,1.24,,43.62,18.47,46.16
146.,Prithvi Exchange,149.70,10.96,123.50,1.67,0.70,-83.53,716.40,-36.79,46.13
147.,Trust Fintech,81.10,18.44,193.22,0.00,5.26,,16.69,-11.32,46.12
148.,Brisk Technovisi,115.00,17.56,23.00,1.74,0.83,,12.55,-19.91,46.11
149.,Dreamfolks Servi,218.50,17.09,1163.95,0.92,16.94,-15.43,340.07,11.48,46.02
150.,Jagsonpal Fin.,46.54,48.30,25.60,0.00,-0.12,-500.00,0.00,,45.86
151.,Krishca Strapp.,210.95,23.03,299.34,0.00,5.44,,63.58,31.12,45.85
152.,Effwa Infra,159.35,26.73,368.85,0.00,4.76,,60.86,84.37,45.71
153.,Landmark Immig.,51.99,10.19,107.15,0.00,,,,,45.62
154.,Panorama Studios,205.20,40.17,1455.66,0.10,1.30,-43.23,33.88,2.20,45.59
155.,Akiko,75.65,21.05,81.47,0.00,2.23,,18.64,17.23,45.58
156.,Cyber Media Ind,14.88,37.00,23.31,0.00,-9.12,-147.58,23.79,-4.38,45.49
157.,Finelistings,30.86,,11.22,0.00,-1.24,,11.81,48.74,45.48
158.,ADC India,958.90,15.50,441.09,0.52,5.83,-8.62,41.92,-0.36,45.23
159.,Arkade,147.74,19.15,2742.99,0.00,50.08,2.45,224.62,-6.06,45.21
160.,Saraswati,92.03,13.10,364.44,2.47,7.88,,182.14,,45.18
161.,Guj. Themis Bio.,248.14,51.34,2703.86,0.27,12.97,-0.31,39.52,1.91,44.99
162.,Vasa Denticity,600.45,52.17,998.05,0.00,3.99,62.86,62.83,70.73,44.98
163.,Rapid Multimodal,55.50,11.82,21.15,0.00,1.28,,43.79,26.05,44.76
164.,Hawkins Cookers,7363.35,34.04,3895.21,1.63,21.20,7.56,285.70,4.88,44.52
165.,Chamunda Ele.,43.00,19.24,47.32,0.00,,,,,44.41
166.,R S Software (I),63.97,9.26,165.24,0.39,2.10,-79.67,12.68,-34.30,44.35
167.,Shukra Pharma.,245.80,131.58,1076.31,0.41,3.16,-66.45,10.58,-43.99,44.25
168.,Dynacons Sys.,1002.50,18.61,1275.71,0.05,18.31,40.20,308.92,36.24,44.24
169.,Royal Arc,121.40,11.30,134.76,0.00,,,,,44.07
170.,Digikore Studios,211.20,21.10,133.75,0.00,3.04,,22.13,-10.66,43.98
171.,Taparia Tools,16.43,0.21,24.94,243.46,30.55,8.29,234.90,12.62,43.95
172.,Alacrity Sec.,68.38,,319.06,0.00,7.00,96.08,160.17,70.21,43.47
173.,Pulz Electronics,40.05,9.72,87.34,0.00,4.80,,20.99,11.35,43.41
174.,PNGS Gargi FJ,1076.00,41.20,1114.50,0.00,9.15,189.56,36.24,103.82,43.38
175.,Easy Trip Plann.,12.59,28.16,4462.00,0.40,33.52,-34.43,105.87,-17.92,43.36
176.,Deepak Builders,136.54,10.51,636.02,0.00,16.26,52.82,130.55,22.02,43.03
177.,Ecos (India),184.85,18.48,1109.10,0.00,12.78,-9.68,168.25,22.88,42.86
178.,Uni Abex Alloy,1971.00,15.97,389.27,1.27,5.29,-49.43,42.07,-6.68,42.78
179.,Dhanlaxmi Crop,56.00,19.66,91.44,0.00,8.21,,119.95,,42.77
180.,Escorp Asset Mgt,59.00,8.50,65.59,0.00,5.30,,5.61,-66.31,42.75
181.,Beacon,66.30,23.21,119.77,0.00,4.24,,13.26,12.56,42.62
182.,Macobs,155.50,69.24,152.32,0.00,1.84,,16.55,85.96,42.62
183.,Vdeal,110.25,17.34,53.92,0.00,1.25,,9.23,18.03,42.29
184.,Artificial Elect,244.60,189.49,414.98,0.00,1.92,1820.00,17.29,2034.57,42.11
185.,DDev Plastiks,225.15,11.93,2329.78,0.67,46.60,16.30,660.75,19.37,41.94
186.,Yash Highvoltage,156.35,37.11,446.40,0.00,6.39,,57.05,17.65,41.58
187.,Bulkcorp,69.85,14.74,52.49,0.00,1.39,,26.15,48.58,41.47
188.,Boss Packaging,43.50,19.15,19.34,0.00,0.61,,5.40,90.81,41.38
189.,Kothari Petroche,141.55,13.02,832.97,1.24,12.85,-10.83,131.27,5.07,41.32
190.,Fonebox,100.05,28.51,102.65,0.00,1.72,,164.65,17.45,41.24
191.,Mefcom Capital,16.38,28.90,74.86,0.00,-1.01,-129.12,40.72,-39.91,41.14
192.,Netlink Solns(I),117.45,2.52,29.71,0.00,-0.76,-183.52,0.01,0.00,41.03
193.,Axtel Industries,461.80,40.15,746.03,1.30,3.26,-65.97,40.41,-24.87,40.73
194.,Benares Hotels,11387.75,38.17,1480.41,0.22,13.56,20.00,38.87,15.65,40.56
195.,Infollion Resea.,397.20,37.47,385.16,0.00,5.94,,35.19,40.14,40.50
196.,Brady & Morris,1170.75,27.79,263.42,0.00,2.12,-3.20,19.63,3.42,40.32
197.,GP Eco,248.40,41.38,290.90,0.00,4.78,,79.21,84.04,40.31
198.,Manav Infra,11.80,12.60,16.13,0.00,0.21,,6.35,15.04,40.23
199.,Danlaw Tech.,974.75,24.96,474.77,0.00,4.41,-26.87,54.69,3.15,40.21
200.,Electrotherm(I),713.45,2.62,909.14,0.00,88.34,-17.50,1081.23,-4.93,40.16
201.,Addictive Learn,174.85,32.16,278.18,0.00,5.86,,40.88,32.00,40.13
202.,Nicco Parks,117.15,22.82,548.26,0.85,4.86,15.44,18.91,7.69,40.12
203.,Nacdac Infra.,50.66,16.82,53.32,0.00,,,,,40.10
204.,Steelcast,988.70,31.20,2001.13,0.73,19.21,10.28,101.81,12.73,39.95
205.,Kore Digital,305.60,24.32,367.45,0.00,3.08,-25.96,29.98,-44.43,39.91
206.,Advait Energy,1110.55,41.42,1199.46,0.14,10.39,34.41,94.36,30.13,39.62
207.,Jay Bee Laminati,220.65,20.67,497.95,0.00,14.41,,153.17,-0.71,39.57
208.,V.L.Infraproject,43.40,11.11,68.19,0.00,3.55,,52.33,2.13,39.50
209.,Sahaj Solar,354.05,29.56,388.96,0.28,4.77,,98.12,61.14,39.35
210.,Sharda Motor,1463.05,13.78,4349.89,0.68,74.72,-0.48,689.99,0.13,39.32
211.,Kesar India,562.25,70.93,1389.48,0.00,16.02,,50.49,137.60,39.29
212.,ROX Hi-Tech,52.10,5.68,118.98,0.00,10.21,,82.67,6.99,39.29
213.,Focus Lighting,67.14,18.53,451.54,0.74,-0.02,-100.00,41.51,-26.71,39.17
214.,Revathi Equip,978.25,10.62,300.02,0.00,0.20,-97.60,42.30,-24.13,39.14
215.,K.P. Energy,355.95,26.11,2373.83,0.14,25.17,173.29,203.47,150.09,39.07
216.,Piotex,37.34,6.33,19.06,0.00,1.63,,65.75,,38.89
217.,C2C Advanced,290.25,38.95,483.01,0.00,,,,,38.69
218.,Fineotex Chem,220.41,21.34,2525.35,0.73,27.83,-15.43,125.92,-9.05,38.68
219.,Spright Agro,5.51,22.64,590.40,0.00,7.09,28.91,54.91,142.11,38.62
220.,Sh. Ganesh Elas.,19.75,,10.87,0.00,-1.15,-180.99,1.81,-73.11,38.58
221.,Vadilal Enterp.,9013.00,134.10,775.12,0.02,-18.31,-924.77,136.27,3.27,38.55
222.,Faalcon Concepts,44.00,12.73,30.05,0.00,1.25,,12.93,36.97,38.55
223.,Dhanalaxmi Roto,210.00,9.74,81.90,0.36,2.49,-32.15,68.88,39.04,38.40
224.,Indrapr.Medical,315.45,19.13,2891.82,1.43,32.81,11.45,324.93,6.03,38.35
225.,Share India Sec.,166.76,8.57,3639.03,1.08,82.21,-29.14,342.20,-8.44,38.31
226.,Cropster Agro,20.10,115.80,1688.40,0.00,3.41,-26.51,50.60,187.34,38.28
227.,Rappid Valves,249.00,31.30,129.28,0.00,2.39,,19.62,170.62,38.23
228.,Unique Organics,138.00,7.80,82.11,0.00,3.02,-7.93,60.60,-12.99,38.07
229.,Axita Cotton,10.02,47.74,348.47,1.31,-1.22,-158.15,228.04,-14.05,37.91
230.,Rikhav Securitie,74.86,6.72,286.65,0.00,50.37,,92.86,,37.68
231.,Hoac Foods,129.00,31.99,49.58,0.00,1.01,,11.03,52.98,37.61
232.,TRF,325.65,12.53,358.22,0.00,11.27,28.07,23.31,-18.98,37.59
233.,Oriana Power Ltd,1082.85,22.66,2200.26,0.00,48.57,,359.54,461.26,37.54
234.,Enser,23.60,25.55,205.70,0.00,4.85,,39.02,115.70,37.51
235.,Ganesh Green,348.70,35.21,864.81,0.00,12.52,,132.70,72.56,37.39
236.,Thinking,30.55,12.35,38.15,0.00,1.10,,8.65,39.07,37.25
237.,Supreme Power,108.40,,270.90,0.00,3.17,8.56,27.52,27.23,37.22
238.,Aesthetik,67.25,23.12,115.81,0.00,0.76,,25.86,18.41,36.87
239.,Radiowalla,71.60,50.98,50.47,0.00,0.35,,9.68,30.99,36.82
240.,Elixir Capital,119.90,2.97,69.54,1.04,1.19,-62.71,6.04,2.20,36.75
241.,DCG Cables,63.00,12.73,114.34,0.00,4.79,181.76,59.58,12.97,36.75
242.,Afcom,647.50,50.08,1609.54,0.00,18.86,,88.76,25.12,36.65
243.,Deccan Transcon,53.85,10.34,122.37,0.00,4.88,,76.59,,36.65
244.,Toss The Coin,372.60,64.02,70.42,0.00,1.16,,4.36,,36.63
245.,Srivari Spices &,170.00,15.60,145.70,0.00,4.91,,52.84,70.73,36.58
246.,Vraj Iron,158.74,11.16,523.57,0.00,8.24,-3.74,119.88,48.73,36.54
247.,Aeron Composites,120.50,20.29,205.09,0.00,6.65,,107.85,31.43,36.46
248.,Amic Forging,928.80,35.61,1048.47,0.00,22.72,,63.67,23.58,36.37
249.,Aspire & Innovat,33.00,6.64,50.09,0.00,2.16,,100.09,-43.32,36.37
250.,Evans Electric,124.00,24.05,68.05,1.21,0.98,,4.77,-48.04,36.35
251.,Premium Plast,36.00,14.38,68.75,0.00,2.61,,23.27,-1.06,36.21
252.,Aluwind,56.10,22.96,139.39,0.00,2.26,,45.46,9.91,36.07
253.,Span Divergent,30.48,24.95,16.65,0.00,-0.21,-385.71,1.90,-36.88,36.03
254.,Malpani Pipes,59.89,8.72,64.55,0.00,,,,,36.03
255.,K2 Infragen,77.65,9.18,97.98,0.00,4.29,,51.48,-13.32,35.82
256.,Integ. Industrie,25.33,11.48,589.78,0.00,16.50,45.05,198.75,58.03,35.79
257.,MPS,2522.35,33.05,4314.69,2.97,40.71,36.93,186.36,39.27,35.65
258.,Abhinav Leasing,1.62,,8.10,0.00,-0.55,-207.84,8.98,32.45,35.57
259.,Bondada Engineer,356.35,59.79,3913.67,0.01,36.02,,480.60,62.52,35.53
260.,Sayaji Hot. Pune,779.15,13.29,237.38,0.00,5.45,10.32,21.14,12.57,35.53
261.,Sona Machinery,86.90,11.67,119.26,0.00,2.67,,39.83,3.40,35.52
262.,Exhicon Events,233.15,19.80,302.22,0.43,10.61,,62.63,32.44,35.50
263.,SKM Egg Prod.,164.06,11.30,431.97,1.52,7.52,-35.56,135.09,-11.67,35.44
264.,Arrow Greentech,522.05,12.78,787.67,0.38,12.83,162.91,55.11,121.24,35.32
265.,Chandan Healthca,171.20,25.71,418.62,0.00,,,,,35.25
266.,Nitta Gelatin,677.60,8.47,615.26,0.89,24.45,-2.50,134.64,0.28,35.19
267.,Kalyani Cast-Tec,369.90,22.62,265.61,0.00,8.01,,70.20,42.62,35.16
268.,R K Swamy,199.28,30.95,1006.19,1.00,3.63,-35.41,76.79,6.45,35.16
269.,Shekhawati Inds,22.84,5.47,78.73,0.00,1.51,843.75,15.29,16.27,35.14
270.,Khemani Distrib.,157.50,31.06,361.84,0.00,3.77,,41.10,-38.36,35.06
271.,Agarwal Toughene,103.05,20.94,182.14,0.00,4.54,,22.29,,34.98
272.,Moongipa Capital,20.00,9.45,18.33,0.00,0.35,-40.68,2.16,-21.74,34.88
273.,Aztec Fluids,97.00,18.42,131.92,0.52,4.45,,38.26,7.08,34.76
274.,Shree Pacetronix,69.72,14.59,25.10,0.00,-0.11,-127.50,3.63,-15.58,34.74
275.,Pee Cee Cosma,578.45,13.15,153.29,0.52,2.94,5.38,34.31,1.51,34.67
276.,RPG LifeScience.,2059.10,35.65,3405.55,0.78,34.93,32.01,172.71,12.37,34.65
277.,MSTC,458.25,18.24,3226.08,7.86,250.85,-9.41,81.14,-56.14,34.65
278.,Geekay Wires,79.60,10.75,415.99,0.75,9.62,-8.03,113.30,6.94,34.51
279.,Indo Tech.Trans.,2032.95,31.53,2158.99,0.00,19.27,80.43,177.34,27.15,34.49
280.,Vishnusurya,181.15,16.72,445.80,0.55,21.82,,139.13,37.41,34.46
281.,Aimtron,390.10,44.86,796.34,0.00,11.18,,57.69,33.94,34.40
282.,S A Tech,49.80,17.62,65.03,0.00,4.51,,50.99,61.62,34.35
283.,ICE Make Refrig.,817.70,50.60,1290.31,0.24,2.81,39.11,110.56,34.13,34.30
284.,Kriti Nutrients,90.29,11.08,452.38,0.33,8.25,-41.86,172.92,3.67,34.28
285.,Sh. Digvijay Cem,67.40,25.83,996.27,4.45,-4.83,-115.38,186.76,-2.31,34.08
286.,Viviana Power,656.95,,412.33,0.00,3.68,152.05,36.12,155.99,34.08
287.,Sai Swami Metals,31.50,7.29,20.85,0.00,1.68,,22.82,-14.88,34.03
288.,Orient,304.35,24.77,1267.37,0.59,12.66,16.68,206.86,33.01,33.96
289.,H.M. Electro,62.31,10.42,85.36,0.00,3.34,,45.40,,33.89
290.,G M Polyplast,112.45,26.93,151.35,0.44,3.62,180.62,42.86,-1.11,33.86
291.,Leo Dryfruits,52.50,14.15,93.93,0.00,,,,,33.84
292.,Nirman Agri,206.45,7.68,165.36,0.97,6.73,114.33,61.07,223.29,33.81
293.,Sobhagya Mercant,417.10,29.44,350.36,0.00,3.65,68.98,45.16,64.64,33.77
294.,Stylam Industrie,1595.25,20.60,2703.64,0.16,30.41,-2.91,254.52,18.61,33.70
295.,Galaxy Agrico,42.50,,11.61,0.00,-0.08,-180.00,0.74,-81.12,33.54
296.,Shanmuga Hos.,35.49,9.18,48.31,0.00,2.39,,24.62,,33.53
297.,Kross Ltd,177.24,24.58,1143.37,0.00,13.60,16.74,150.05,0.96,33.48
298.,Shanthi Gears,438.50,33.89,3363.99,1.14,26.28,50.77,157.51,25.47,33.47
299.,Eco Recyc.,577.40,49.37,1114.19,0.00,4.74,-15.21,9.92,32.80,33.44
