Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
2604.,Superhouse Ltd,150.17,24.38,165.56,0.53,0.79,-72.95,163.88,13.26,4.40
2605.,Saboo Sodium,18.04,31.82,75.72,0.00,1.46,-28.08,14.29,24.05,4.39
2606.,H P Cotton Tex,95.00,,37.26,0.00,0.29,123.39,32.65,27.04,4.39
2607.,Sicagen India,61.95,15.10,245.14,0.97,4.20,81.03,210.26,-7.66,4.38
2608.,Shanthala,21.00,23.85,14.07,0.00,0.42,,25.85,38.01,4.38
2609.,S R G Securities,29.79,34.80,16.01,0.00,0.18,,0.65,-5.80,4.37
2610.,India Power Corp,11.34,67.09,1104.28,0.44,2.65,-33.42,159.06,10.87,4.36
2611.,Stanpacks(India),16.73,13.61,10.21,0.00,0.04,125.00,6.68,16.38,4.35
2612.,BKV Industries,13.00,669.33,20.08,0.00,0.04,-42.86,0.20,0.00,4.34
2613.,Genus Paper & Bo,18.78,141.19,482.88,0.00,0.54,700.00,213.09,37.25,4.34
2614.,Kemistar Corp.,78.47,165.55,84.43,0.64,0.06,-57.14,3.73,116.86,4.34
2615.,Modern Shares,44.00,36.86,12.90,0.00,-0.01,-111.11,0.91,7.06,4.33
2616.,Charter. Capital,235.00,11.52,70.74,0.00,1.67,2.45,2.34,2.18,4.33
2617.,Teesta Agro Ind.,103.15,10.96,57.87,0.00,1.88,268.63,64.88,34.80,4.32
2618.,Gujarat Hy-Spin,21.40,33.82,35.85,0.00,-0.30,,45.37,-6.14,4.31
2619.,Sah Polymers,84.92,331.91,219.06,0.00,0.00,-100.00,32.33,24.59,4.31
2620.,Grill Splendour,92.00,,47.92,0.00,-1.45,,4.41,-34.28,4.31
2621.,Roopshri Resorts,40.00,51.57,28.88,0.00,0.37,,0.67,-19.28,4.29
2622.,Greencrest Finan,0.76,,27.78,0.00,0.94,-34.72,22.35,30.55,4.27
2623.,Valson Industrie,24.25,40.39,18.58,0.00,0.07,-58.82,37.59,28.95,4.27
2624.,Sharda Cropchem,546.30,20.18,4928.75,0.55,31.15,571.34,929.33,46.94,4.27
2625.,Rajdarshan Inds,40.49,18.79,12.59,0.00,-0.08,-125.00,0.00,-100.00,4.26
2626.,Gopal Iron Stl.,6.73,331.00,3.31,0.00,0.02,,0.67,-41.74,4.26
2627.,Singer India,56.15,61.06,346.20,0.00,1.51,88.75,105.55,3.01,4.26
2628.,Tainwala Chem.,220.08,52.41,205.99,0.00,0.16,-40.74,4.59,4.32,4.24
2629.,UR Sugar,4.86,850.67,25.52,0.00,0.09,12.50,0.00,,4.24
2630.,Kranti Industrie,99.80,,124.85,0.00,-1.30,-45.07,18.22,-14.50,4.24
2631.,Rita Finance and,15.79,121.46,15.79,0.00,0.04,-76.47,0.17,-39.29,4.21
2632.,Parshwanath Corp,151.80,84.89,47.54,0.00,0.07,-64.71,0.07,-69.57,4.20
2633.,Vishvprabha Ven.,67.30,190.82,20.99,0.74,0.01,102.86,2.55,12.33,4.20
2634.,Modern Steels,14.37,22.48,19.78,0.00,-0.02,60.00,0.00,,4.19
2635.,Atul Auto,415.80,66.58,1153.90,0.00,7.12,59.28,194.99,26.35,4.19
2636.,Dredging Corpn.,549.70,,1539.16,0.00,16.06,-35.40,324.44,22.24,4.18
2637.,Alphageo (India),255.01,28.74,162.31,3.14,-7.96,-298.23,11.16,-71.56,4.18
2638.,Khyati Multimed.,2.58,,2.79,0.00,-0.09,-80.00,0.03,,4.17
2639.,Gautam Exim,103.75,1598.50,31.97,0.00,0.04,,21.08,-79.85,4.17
2640.,Nam Securities,95.06,183.07,51.26,0.00,0.10,-44.44,11.15,-68.62,4.16
2641.,B-Right Real,345.00,272.08,356.43,0.00,0.03,,40.63,116.23,4.15
2642.,Kiran Vyapar,170.30,6.05,464.65,0.59,7.83,-41.35,31.43,3.70,4.14
2643.,Vapi Enterprise,133.85,25.86,30.52,0.00,0.42,121.05,0.57,39.02,4.13
2644.,Archidply Decor,65.08,181.15,36.23,0.00,0.01,-90.91,12.00,0.93,4.13
2645.,Samrat Pharma,322.15,11.17,99.54,0.31,2.78,717.65,63.66,3.23,4.11
2646.,S.M. Gold,16.34,31.54,16.40,0.00,0.14,-85.26,31.52,-26.30,4.09
2647.,Ashirwad Steels,32.72,16.49,40.90,0.00,0.47,-17.54,0.34,0.00,4.08
2648.,Oriental Aromat.,289.40,22.64,973.93,0.17,7.14,173.56,222.57,12.75,4.07
2649.,Jiwanram Sheo,8.10,10.18,20.05,0.00,0.91,,18.77,6.71,4.07
2650.,Smiths & Founder,5.83,45.39,59.46,0.00,0.37,270.00,3.22,9.52,4.06
2651.,Guj. Raffia Inds,37.49,34.93,20.26,0.00,0.08,-55.56,6.10,-14.69,4.05
2652.,KMG Milk Food,35.58,,18.87,0.00,-0.19,-290.00,0.50,4.17,4.05
2653.,IP Rings,121.05,,153.44,0.00,-3.93,-336.67,57.80,-21.81,4.05
2654.,KIC Metaliks,34.53,,122.57,0.00,-2.70,-381.25,125.04,-34.39,4.04
2655.,Morarka Finance,100.35,16.13,45.16,5.98,0.09,-75.68,0.17,-77.33,4.04
2656.,Adinath Exim Res,43.32,35.87,21.52,0.00,0.14,7.69,0.27,8.00,4.04
2657.,Gyan Developers,41.72,,12.52,0.00,-0.06,-200.00,0.00,,4.02
2658.,Mangalam Organic,411.20,41.88,352.17,0.00,2.83,322.39,100.53,15.53,4.02
2659.,Bluegod Enterta.,6.95,,4.50,0.00,0.23,-39.47,0.26,23.81,4.01
2660.,Rapicut Carbides,84.10,,45.16,0.00,-1.61,-450.00,11.67,-23.53,4.00
2661.,Purple Entertain,4.05,23.33,3.50,0.00,0.12,-33.33,0.00,,4.00
2662.,Zenith Health,4.84,,26.01,0.00,-0.29,-390.00,2.31,-40.62,3.98
2663.,Super Spinning,11.01,,60.56,0.00,0.11,-9.76,1.58,7.48,3.97
2664.,Polymac Thermof.,16.69,,7.98,0.00,-0.49,,3.87,-53.76,3.97
2665.,Megri Soft,117.40,57.61,36.87,0.00,0.12,-33.33,0.58,-20.55,3.97
2666.,Jaykay Enter.,124.45,96.29,1455.01,0.00,5.39,894.23,21.73,188.20,3.97
2667.,Orient Press,83.00,,83.00,0.00,-0.75,-33.93,34.10,-21.36,3.95
2668.,Simran Farms,187.55,7.65,71.08,0.00,0.14,104.14,245.12,98.67,3.95
2669.,Hariyana Ship,104.93,54.86,64.74,0.00,0.42,-43.24,0.00,-100.00,3.92
2670.,Hardwyn India,11.94,47.38,583.19,0.00,3.94,-4.14,34.49,-1.63,3.92
2671.,Suryavanshi Spg.,23.89,,11.73,0.00,-1.27,33.33,0.24,0.00,3.91
2672.,Forbes & Co,283.15,13.58,365.26,0.00,9.50,218.79,40.23,238.35,3.89
2673.,Everest Inds.,475.10,,751.60,0.53,-15.48,-2011.11,371.03,5.53,3.88
2674.,Hexa Tradex,191.38,,1057.37,0.00,26.19,-10.89,0.00,-100.00,3.87
2675.,Surana Telecom,19.53,27.79,265.14,0.00,0.50,-46.24,3.77,-36.10,3.87
2676.,Thinkink Picture,0.35,191.46,49.78,1.90,0.92,-2.13,1.72,-14.00,3.87
2677.,Enkei Wheels,509.20,344.09,915.28,0.00,-2.97,-240.76,195.20,-2.52,3.86
2678.,Seasons Textiles,19.98,,14.97,0.00,-0.20,-2100.00,6.16,-3.30,3.86
2679.,Rel. Indl. Infra,787.35,116.56,1188.90,0.44,2.48,-8.15,12.36,-17.27,3.86
2680.,Vikas Lifecare,2.99,,555.44,0.00,-6.86,-94.02,117.85,18.70,3.86
2681.,Jai Corp,90.55,24.17,1615.86,0.55,12.36,2.30,126.04,17.92,3.85
2682.,IndiaNivesh,10.95,20.77,41.34,0.00,0.71,-63.96,0.51,-78.93,3.83
2683.,Bharat Road,35.25,2.52,295.92,0.00,164.29,1693.50,231.67,137.68,3.83
2684.,Gagan Gases,22.50,56.50,10.17,0.00,0.09,28.57,1.86,210.00,3.82
2685.,Vivid Global,14.50,36.78,13.24,0.00,0.09,200.00,7.68,-15.23,3.80
2686.,Bothra Metals,13.45,67.30,24.90,0.00,0.26,,6.96,-43.51,3.79
2687.,Palm Jewels,36.53,61.13,36.68,0.00,0.09,-18.18,70.07,23.38,3.79
2688.,Bartronics India,14.46,181.99,440.42,0.00,-0.33,-450.00,8.71,-26.93,3.78
2689.,Prozone Realty,28.44,,433.99,0.00,3.88,260.00,44.85,8.39,3.78
2690.,Sarthak Industri,29.54,12.20,27.45,0.00,1.04,246.67,61.49,706.96,3.77
2691.,Waa Solar,73.96,75.48,98.12,0.00,-0.29,,14.38,-39.20,3.76
2692.,Assam Entrade,657.05,50.86,94.60,0.00,-0.65,-235.42,2.34,32.95,3.76
2693.,Pro Fin Capital,4.49,73.50,133.04,0.00,1.58,116.44,6.37,11.75,3.75
2694.,United Textiles,17.61,528.00,5.28,0.00,0.01,,3.69,-16.89,3.72
2695.,Virat Industries,313.20,185.65,154.09,0.00,0.12,150.00,6.31,-25.41,3.72
2696.,Greaves Cotton,214.96,,4997.42,0.93,6.68,-69.67,750.60,12.81,3.72
2697.,Modi Rubber,99.49,11.09,249.12,0.00,6.19,10.73,10.32,42.94,3.72
2698.,PCS Technology,28.79,51.12,60.32,0.00,0.34,9.68,0.11,37.50,3.72
2699.,Zuari Industries,235.32,22.17,700.81,0.42,-25.24,-409.05,235.06,103.08,3.71
2700.,Mayur Floorings,12.75,64.70,6.47,0.00,0.04,100.00,1.99,113.98,3.69
2701.,Archit Organosys,42.95,40.25,88.14,0.00,1.01,319.57,25.87,4.27,3.69
2702.,SPML Infra,150.83,34.85,1071.65,0.00,9.94,795.50,186.27,-26.15,3.69
2703.,Natl. Gen. Inds.,51.36,22.36,28.40,0.00,0.20,-48.72,2.63,-15.43,3.68
2704.,Mysore Petro,139.00,7.54,91.51,1.80,-6.21,21100.00,6.39,10.36,3.67
2705.,Inox Green,122.21,135.59,4485.31,0.00,5.19,506.43,61.13,1.95,3.67
2706.,Ace Men,86.00,1332.50,26.65,0.00,0.01,-83.33,0.00,,3.66
2707.,Laxmi Cotspin,23.27,199.50,39.90,0.00,0.27,112.56,41.15,32.40,3.66
2708.,Chothani Foods,27.70,287.00,28.70,0.00,0.06,,3.24,-13.37,3.66
2709.,KG Petrochem,254.00,23.98,132.61,0.00,2.78,23.56,104.76,49.21,3.65
2710.,Paragon Finance,49.50,13.32,21.04,0.00,-0.30,38.78,-0.22,-119.13,3.65
2711.,Himalaya Food,11.84,14.10,68.52,0.00,0.05,-96.53,9.68,-26.39,3.63
2712.,Tanvi Foods,126.50,286.69,149.08,0.00,0.17,,43.85,11.81,3.63
2713.,Parshva Enterpr.,158.85,539.53,161.86,0.00,0.09,12.50,6.16,-3.14,3.63
2714.,Mukesh Babu Fin.,133.00,23.03,92.70,0.90,-0.70,-194.74,-2.22,-209.90,3.62
2715.,Madhav Copper,43.24,16.37,117.37,0.00,0.91,201.11,32.86,143.95,3.62
2716.,Jalan Transol.,13.15,16.92,19.12,0.00,1.08,,0.53,-81.91,3.62
2717.,Century Enka,491.60,13.35,1074.15,2.03,14.34,93.26,493.40,9.51,3.61
2718.,Neelkanth,36.00,,15.70,0.00,-0.05,-120.00,0.64,-68.00,3.61
2719.,CCL Internationa,25.25,,48.46,0.00,-1.32,-421.95,2.52,-75.89,3.59
2720.,AMD Industries,40.14,73.98,76.94,0.00,-1.69,-37.40,44.91,9.08,3.58
2721.,Amforge Inds.,8.33,,11.98,0.00,0.21,2200.00,0.00,,3.55
2722.,CitiPort Fin.,20.71,160.50,6.42,0.00,0.01,0.00,0.09,28.57,3.55
2723.,Aryan Share,19.00,,5.70,0.00,0.29,16.00,0.05,-50.00,3.54
2724.,Yatra Online,70.11,40.85,1100.14,0.00,10.01,844.34,235.26,113.21,3.54
2725.,Lyka Labs,99.33,86.47,354.51,0.00,2.71,52.25,33.80,3.81,3.53
2726.,Minal Industries,3.90,26.92,74.84,0.00,1.24,-82.65,8.87,-40.11,3.53
2727.,Gujarat Cotex,13.69,41.49,19.50,0.00,0.12,33.33,6.97,58.77,3.52
2728.,KCL Infra,1.35,,22.80,0.00,0.25,-50.98,1.26,-53.51,3.51
2729.,Paras Petrofils,2.52,,84.22,0.00,0.35,9.38,0.00,,3.51
2730.,Pacific Inds,201.20,13.79,138.68,0.00,1.32,-56.44,63.22,40.86,3.51
2731.,Digidrive Dist.,29.38,16.68,113.29,0.00,1.20,1614.29,14.39,8.93,3.51
2732.,India Cem. Cap.,15.33,52.00,33.28,0.00,-0.02,-108.70,1.26,-22.70,3.50
2733.,Shiva Suitings,21.20,,3.29,0.00,0.00,-100.00,0.49,-46.15,3.49
2734.,Bodal Chemicals,61.86,113.40,779.09,0.00,5.42,537.76,443.47,30.99,3.46
2735.,Ras Resorts,47.54,22.73,18.87,0.00,0.13,138.24,3.73,12.35,3.43
2736.,Banka Bioloo,78.61,,85.48,0.00,-1.46,-311.59,14.04,0.57,3.43
2737.,DCM Nouvelle,153.75,64.23,287.17,0.00,-2.52,31.20,266.02,-0.31,3.43
2738.,Indowind Energy,15.77,30.87,203.12,0.00,-0.07,0.00,7.94,-18.40,3.41
2739.,Janus Corporatio,4.67,27.69,11.63,0.00,0.22,,12.50,38.27,3.41
2740.,PG Foils,312.25,11.63,368.30,0.00,10.58,27.62,151.46,122.44,3.40
2741.,Checkpoint Trend,16.45,,9.00,0.00,-0.02,-166.67,0.10,-41.18,3.36
2742.,Indian Terrain,31.80,,145.39,0.00,-3.44,12.24,96.88,-11.29,3.36
2743.,Music Broadcast,9.58,46.25,331.17,0.00,3.60,40.08,65.38,8.17,3.35
2744.,United Leasing,45.37,226.83,13.61,0.00,0.05,-64.29,2.30,-5.74,3.34
2745.,Zenith Fibres,74.47,11.75,29.37,1.34,1.11,113.46,14.10,51.61,3.34
2746.,HB Portfolio,90.57,21.52,97.49,1.10,-0.86,-142.57,9.73,62.71,3.34
2747.,Visaka Industrie,59.24,,511.86,0.84,-10.31,-55.98,350.96,2.38,3.33
2748.,KEN Fin.Serv.,15.41,51.33,4.62,0.00,0.03,-40.00,0.14,-6.67,3.33
2749.,Unishire Urban,2.00,7.85,4.87,0.00,0.18,,0.36,-85.00,3.33
2750.,Adcon Capital,0.85,9.02,16.86,0.00,0.33,153.85,0.59,43.90,3.33
2751.,Prit Nandy Comm.,24.50,61.10,35.44,0.00,-0.35,-167.31,3.03,-56.34,3.33
2752.,Tokyo Plast Intl,115.50,138.90,109.73,0.00,0.08,-55.56,19.05,20.04,3.32
2753.,Allcargo Logist.,30.21,61.71,2968.98,3.64,10.31,503.68,4105.74,27.84,3.32
2754.,Guj Apollo Inds,258.85,32.88,305.44,0.77,2.33,-47.29,6.23,-54.46,3.32
2755.,Ladderup Finance,45.16,,58.03,0.00,-0.19,-117.92,3.84,17.43,3.31
2756.,Swagtam Trading,54.57,81.25,6.50,0.00,0.03,200.00,0.00,,3.31
2757.,Amco India,70.99,16.39,29.18,0.00,0.66,,28.54,0.25,3.29
2758.,Bluechip Tex Ind,132.85,,26.17,0.75,-0.11,-375.00,60.98,-9.62,3.29
2759.,U. H. Zaveri,11.89,,12.12,0.00,0.02,-94.12,15.51,100.91,3.29
2760.,Gloster Ltd,573.85,,627.98,3.49,0.83,-61.93,177.69,29.75,3.28
2761.,Yuvraaj Hygiene,12.47,28.40,113.05,0.00,2.52,2000.00,18.68,266.27,3.27
2762.,APM Industries,34.42,,74.39,1.45,-0.32,-126.89,79.00,5.42,3.27
2763.,Krishna Capital,30.96,163.00,9.78,0.00,0.01,-66.67,0.09,0.00,3.27
2764.,SRU Steels,6.41,,38.42,0.00,-0.50,-655.56,9.37,2242.50,3.27
2765.,SBL Infratech,47.80,16.17,3.88,0.00,0.02,,8.14,,3.27
2766.,Achyut Healthcar,3.25,116.00,76.56,0.00,0.35,,2.13,43.92,3.27
2767.,Encode Packaging,14.51,,4.57,0.00,-0.01,-108.33,0.00,-100.00,3.24
2768.,Jain Marmo Inds,29.32,20.40,9.18,0.00,-0.02,71.43,0.55,103.70,3.24
2769.,Uniinfo Telecom,18.34,,19.61,0.00,-0.20,-160.61,7.98,-41.62,3.24
2770.,Raw Edge Indust.,26.14,58.42,26.29,0.00,-0.05,77.27,11.19,13.03,3.24
2771.,Easun Capital Ma,45.00,,23.53,0.00,0.23,15.00,0.38,26.67,3.24
2772.,Gulshan Polyols,156.63,40.15,976.91,0.19,6.78,45.81,609.76,64.32,3.23
2773.,Rajesh Exports,156.12,120.42,4609.60,0.00,45.56,0.55,66923.67,75.81,3.23
2774.,RDB Infrastruc.,54.36,219.00,939.53,0.00,1.73,88.04,24.18,251.45,3.20
2775.,Fermenta Biotec.,243.95,20.36,717.97,0.51,37.89,274.72,156.47,58.10,3.20
2776.,Ruchi Infrastr.,7.52,,177.49,0.00,-1.12,-267.16,13.39,-8.91,3.19
2777.,S P Capital Fin.,54.60,28.04,32.81,1.83,0.07,-46.15,1.31,54.12,3.17
2778.,JMG Corporation,5.05,,11.69,0.00,-0.19,-258.33,0.12,-40.00,3.17
2779.,Diana Tea Co,27.77,,41.63,0.00,1.09,240.62,24.80,0.36,3.15
2780.,Sadhna Broadcast,2.74,8.56,27.47,0.00,1.39,177.65,3.98,95.10,3.15
2781.,JP Associates,3.88,,952.38,0.00,-768.37,-122.81,1491.07,-9.96,3.15
2782.,Jindal Poly Film,669.00,17.02,2929.31,0.82,4.11,121.15,1371.20,39.38,3.15
2783.,Ramco Inds.,225.76,10.37,1959.80,0.33,88.89,236.96,343.68,3.01,3.15
2784.,Dhampur.Spl.Sug.,94.00,47.20,78.31,0.00,0.73,35.19,11.42,33.72,3.15
2785.,Quest Capital,361.00,18.20,361.00,0.69,0.30,-68.09,0.67,-51.09,3.14
2786.,Kesar Petroprod.,23.21,20.34,224.38,0.00,2.94,100.00,49.66,38.83,3.14
2787.,Credent Global,28.29,,145.58,0.00,-0.12,64.71,3.48,10.83,3.14
2788.,T N Steel Tubes,15.50,22.06,7.94,0.00,0.02,,16.11,11.18,3.13
2789.,FCS Software,2.65,48.66,453.03,0.00,1.26,157.14,9.25,1.98,3.13
2790.,Mahindra EPC,108.85,121.62,304.06,0.00,6.35,258.76,81.45,1.44,3.12
2791.,Usha Mart. Edu.,5.42,102.29,14.32,0.00,0.15,50.00,0.12,-58.62,3.12
2792.,Dangee Dums,5.01,,77.14,0.00,0.15,,7.59,10.00,3.12
2793.,HB Leasing &Fin.,13.24,,14.64,0.00,0.02,,0.12,50.00,3.10
2794.,Ganga Pharma.,9.91,95.80,4.79,0.00,0.02,,1.31,-0.76,3.06
2795.,Hind.Fluoro Carb,12.48,42.91,24.46,0.00,-0.39,-211.43,0.00,,3.05
2796.,Energy Devl.Co.,17.37,116.21,82.51,0.00,-76.39,-114.63,8.07,-12.09,3.05
2797.,Longspur Intl,5.23,238.00,7.14,0.00,0.05,-86.11,0.69,-1.43,3.04
2798.,Imagica. Enter.,62.44,45.31,3386.30,0.00,3.22,-60.82,91.86,35.97,3.04
2799.,Mahindra Logis.,251.14,,1811.51,1.00,-7.26,60.11,1594.20,14.10,3.03
2800.,Photon Capital,110.22,,16.64,0.00,-0.37,,0.06,0.00,3.02
2801.,Sh. Ajit Pulp,203.90,21.90,181.37,0.00,1.86,16.98,120.75,180.36,3.02
2802.,Rose Merc.,56.20,14.84,26.12,0.18,0.47,227.03,2.98,388.52,3.01
2803.,Filmcity Media,2.15,7.64,6.57,0.00,-0.05,,0.00,-100.00,3.00
2804.,CHD Chemicals,6.72,,6.79,0.00,-0.44,-1200.00,3.39,-11.72,2.99
2805.,Mahalaxmi Fab.,29.99,8.80,31.85,0.00,-1.07,-424.24,39.16,-19.61,2.99
2806.,Jai Mata Glass,2.67,190.71,26.70,0.00,0.02,100.00,0.11,10.00,2.98
2807.,Trans Freight,34.42,20.88,25.06,0.00,0.50,127.27,0.00,,2.98
2808.,Akash InfraProj.,25.72,26.28,43.37,0.00,0.06,102.80,13.87,162.69,2.98
2809.,Sunil Healthcare,64.25,,65.89,0.00,-0.54,-170.00,20.46,-9.75,2.98
2810.,R J Shah & Co,515.05,3.85,14.43,0.49,0.11,-8.33,0.00,,2.97
2811.,Indian Wood Prod,36.40,39.81,232.86,0.27,1.23,98.39,55.00,23.60,2.96
2812.,Mercury EV-Tech,66.16,190.43,1256.86,0.00,4.28,707.55,35.60,677.29,2.96
2813.,Windsor Machines,265.56,,1724.33,0.19,41.67,179.04,107.65,23.69,2.95
2814.,Asian Warehous.,50.93,161.45,17.76,0.00,-0.09,-200.00,0.23,-43.90,2.95
2815.,Ritesh Intl.,27.51,17.17,23.52,0.00,0.91,1583.33,39.04,123.09,2.94
2816.,3P Land Hold.,40.89,35.38,73.60,0.00,0.38,-2.56,0.93,4.49,2.94
2817.,Metroglobal,127.65,7.35,157.45,1.57,2.18,-45.64,56.79,-16.78,2.93
2818.,Globalspace Tech,16.92,89.46,58.15,0.00,0.62,313.33,9.08,16.26,2.89
2819.,Cindrella Hotels,53.02,636.33,19.09,1.89,0.00,100.00,2.52,24.14,2.84
2820.,Sambhaav Media,5.89,49.91,112.56,0.00,0.32,-54.31,11.17,6.69,2.84
2821.,Indian Link Ch.,181.35,53.35,9.07,0.00,0.04,100.00,0.00,,2.83
2822.,Eiko Lifescience,48.82,52.85,60.78,0.00,0.28,16.67,6.91,4.54,2.82
2823.,Anik Industries,91.54,,254.02,0.00,0.61,110.34,29.23,157.53,2.80
2824.,Tokyo Finance,30.40,42.38,21.19,0.00,0.09,80.00,0.21,5.00,2.78
2825.,Nath Industries,80.01,24.84,152.02,0.00,5.01,9920.00,114.44,48.16,2.77
2826.,Dhanvantri Jeev.,17.01,17.87,6.97,0.00,0.15,-58.33,5.70,10.68,2.77
2827.,NDL Ventures,84.41,364.38,284.22,1.18,0.07,-80.56,0.00,,2.76
2828.,Anka India,16.07,85.28,24.73,0.00,0.01,-91.67,0.00,,2.75
2829.,Robust Hotels,210.49,44.17,363.97,0.00,2.53,1.20,32.91,4.24,2.75
2830.,Guj. Petrosynth.,53.90,29.25,32.17,0.00,0.53,-23.19,4.27,30.98,2.73
2831.,G K Consultants,18.81,333.00,9.99,0.00,0.08,166.67,0.15,-34.78,2.73
2832.,Nahar Indl. Ent.,96.33,18.39,416.20,0.00,4.84,13.43,429.66,18.12,2.72
2833.,Gita Renewable,121.15,,49.82,0.00,-0.10,-122.73,0.01,-50.00,2.71
2834.,G-Tec Janix,32.26,,32.87,0.00,-2.86,-13300.00,1.37,-31.84,2.70
2835.,Mindpool Tech.,57.10,161.33,24.20,0.00,0.07,,16.06,-32.66,2.70
2836.,Divyashakti,64.96,26.37,66.71,3.08,1.25,171.74,18.92,2.49,2.69
2837.,Agro Tech Foods.,811.05,445.04,3057.40,0.37,3.91,167.46,208.30,8.03,2.69
2838.,Arigato Universe,66.15,,40.35,0.00,-3.29,-5583.33,0.00,-100.00,2.68
2839.,Tridev Infra.,7.09,7.59,4.63,0.00,0.00,-100.00,0.05,66.67,2.68
2840.,Sungold Capital,3.37,206.67,6.20,0.00,0.01,-50.00,0.44,-8.33,2.66
2841.,Guj. Inject(Ker),27.87,41.66,40.83,0.00,0.21,,3.15,1331.82,2.65
2842.,Yash Chemex,50.25,,51.47,0.00,0.05,-87.18,27.33,44.53,2.65
2843.,Sri Havisha,1.90,,57.63,0.00,-0.77,-63.83,4.03,2.81,2.62
2844.,Shreevatsaa Fin.,26.72,44.25,26.99,0.00,0.20,33.33,0.23,4.55,2.62
2845.,Amanaya Ventures,14.43,18.00,5.40,0.00,0.27,,19.44,10.20,2.60
2846.,ATV Projects,31.48,26.33,167.21,0.00,1.67,36.89,15.67,33.59,2.59
2847.,Surana Solar,32.45,253.46,159.68,0.00,0.17,54.55,10.64,141.82,2.59
2848.,Shivansh Finserv,5.20,,3.24,0.00,-0.08,-366.67,0.00,,2.59
2849.,Kinetic Trust,20.97,70.50,7.05,0.00,0.00,100.00,0.05,,2.58
2850.,Soma Textiles,38.00,48.28,125.53,0.00,-0.34,-253.66,0.59,-71.36,2.57
2851.,Money Masters,2.78,35.78,27.91,0.00,0.07,40.00,0.32,23.08,2.57
2852.,R R Fin. Cons.,14.27,175.33,15.78,0.00,0.09,-81.54,5.07,3.89,2.57
2853.,Thacker & Co.,1399.00,7.18,152.17,0.00,3.80,-25.78,1.31,22.43,2.57
2854.,Ace Soft. Exp.,307.55,46.31,196.83,0.00,1.80,-55.87,6.81,225.84,2.56
2855.,Naturo Indiabull,2.74,7.18,5.17,0.00,0.49,,13.39,-53.39,2.55
2856.,Concrete Infra,4.07,20.40,3.06,0.00,0.01,0.00,1.31,-40.72,2.54
2857.,Modi Naturals,378.40,20.54,495.51,0.00,7.82,286.63,179.02,71.36,2.54
2858.,Lesha Industries,1.18,43.60,33.57,0.00,0.05,-85.29,0.45,-79.45,2.53
2859.,Accord Synergy,20.35,,7.07,0.00,-0.98,,12.94,-16.78,2.53
2860.,Deccan Healthcar,19.64,37.10,44.52,0.00,0.16,-70.91,20.43,33.18,2.53
2861.,Dalal Street Inv,404.25,35.94,12.94,0.00,0.13,116.67,0.00,-100.00,2.52
2862.,Silly Monks,17.25,45.28,17.66,0.00,0.11,,1.39,-9.15,2.52
2863.,Paramount Cosmet,40.00,,19.42,0.00,0.02,-33.33,5.56,-11.46,2.51
2864.,Ucal,129.68,,286.72,0.00,6.32,826.44,203.30,8.55,2.50
2865.,Hinduja Global,488.05,,2270.42,1.43,-8.59,-132.27,1064.05,-11.60,2.49
2866.,Simbhaoli Sugar,14.00,4.97,57.79,0.00,-2.66,-209.92,221.20,-27.05,2.49
2867.,Terai Tea Co,125.90,5.86,86.62,0.00,0.43,-83.14,35.10,-13.67,2.48
2868.,IMEC Services,64.00,4.39,12.16,0.00,0.88,173.95,1.53,337.14,2.47
2869.,Viceroy Hotels,119.90,11.59,810.27,0.00,7.29,311.92,37.75,-6.09,2.46
2870.,Indian CardCloth,235.21,9.35,139.74,0.00,-0.25,16.67,10.56,-16.39,2.45
2871.,Karma Energy Ltd,56.30,,65.14,0.00,-1.40,-41.41,0.94,-37.75,2.44
2872.,Phoenix Intl.,46.27,26.07,77.69,0.00,0.74,94.74,6.00,-7.69,2.44
2873.,Neo Infracon,23.57,,12.52,0.00,0.28,-28.21,2.73,30.00,2.44
2874.,Maitri Enterp.,35.55,44.69,15.64,0.00,-0.39,155.56,7.71,29.80,2.43
2875.,Kothari Products,68.41,,408.32,0.00,10.59,18.99,221.49,-1.97,2.42
2876.,Longview Tea,35.63,6.56,10.69,0.00,0.58,23.40,1.02,,2.40
2877.,SGL Resources,3.75,34.79,93.93,0.00,0.61,306.67,7.97,138.62,2.36
2878.,Empower India,1.73,25.78,201.34,0.00,1.05,-68.75,23.72,38.55,2.36
2879.,Bright Brothers,297.90,23.80,169.21,0.34,1.11,237.04,77.17,38.03,2.33
2880.,Hindustan Motors,22.52,14.51,469.90,0.00,3.34,-70.23,0.59,-56.93,2.32
2881.,Martin Burn,68.57,19.95,35.31,0.00,0.80,53.85,0.08,0.00,2.32
2882.,Ishan Dyes,34.76,12.07,72.89,0.00,0.05,103.40,21.19,45.84,2.32
2883.,DHP India,512.00,49.23,153.60,0.78,0.98,372.22,13.94,60.05,2.31
2884.,Patron Exim,5.25,35.79,12.17,0.00,-0.25,,0.00,-100.00,2.31
2885.,Frontline Corp.,40.07,8.87,20.04,0.00,0.71,73.17,25.34,19.64,2.29
2886.,Hathway Cable,13.20,25.10,2336.54,0.00,13.64,-37.65,511.15,1.30,2.29
