Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
19.,Prudent Corp.,2767.35,65.11,11458.68,0.07,51.52,69.36,286.08,50.54,43.29
20.,Inox India,1103.30,51.41,10013.94,0.00,49.49,7.01,306.56,18.98,43.06
21.,TBO Tek,1790.45,89.10,19442.10,0.00,60.09,8.00,450.69,27.92,42.93
22.,Action Const.Eq.,1518.10,49.44,18078.02,0.13,94.82,28.25,756.69,12.40,42.30
23.,Akzo Nobel,3500.05,36.63,15939.34,2.14,97.90,3.93,982.30,2.72,42.29
24.,Sharda Motor,1882.30,17.71,5596.38,0.53,78.93,-0.10,711.29,-6.73,39.32
25.,Netweb Technol.,2839.40,165.29,16004.79,0.07,25.72,69.88,251.06,73.17,38.43
26.,Share India Sec.,299.80,14.28,6542.22,0.60,124.27,10.19,452.76,23.58,38.31
27.,Tanla Platforms,721.90,17.94,9718.03,1.66,130.21,-8.66,1000.72,-0.78,38.28
28.,Schneider Elect.,786.50,95.50,18805.22,0.00,54.27,17.26,599.71,20.96,37.02
29.,Mahanagar Gas,1312.85,11.28,12968.04,2.29,282.80,-16.45,1711.62,8.96,36.60
30.,Cello World,769.90,50.33,17005.94,0.19,86.78,2.06,490.06,0.22,36.28
31.,HBL Engineering,624.50,50.02,17310.82,0.08,87.07,26.92,520.96,-6.40,35.94
32.,Bondada Engineer,610.55,100.74,6594.57,0.00,36.02,,480.60,62.52,35.53
33.,Sonata Software,628.65,44.55,17628.91,1.26,106.49,-14.24,2169.83,13.45,35.51
34.,C P C L,633.45,13.76,9432.79,8.68,-629.49,-152.87,12086.54,-26.95,35.44
35.,Transrail Light,637.60,37.20,8560.16,0.00,51.74,,915.78,,35.02
36.,IIFL Capital,332.65,14.37,10304.82,0.90,205.34,90.52,645.37,27.30,34.56
37.,Ventive Hospital,739.95,104.68,17280.91,0.00,,,,,34.46
38.,NIIT Learning,454.25,26.53,6177.07,1.16,57.04,19.17,397.45,4.06,33.64
39.,Neuland Labs.,13774.20,66.91,17672.15,0.10,32.84,-63.20,310.84,-25.59,33.26
40.,VST Industries,340.50,23.80,5783.77,4.00,47.56,-37.38,360.03,3.00,32.24
41.,eClerx Services,3507.65,33.01,17196.38,0.03,139.50,2.60,831.84,15.25,31.76
42.,Volt.Transform.,10219.55,30.12,10339.24,0.88,75.74,10.67,397.74,4.29,31.56
43.,Styrenix Perfor.,2954.65,24.11,5197.23,3.32,70.10,24.25,653.22,9.78,31.40
44.,I T D C,715.70,87.24,6138.52,0.35,23.81,24.22,153.66,17.27,31.40
45.,Shakti Pumps,1217.70,44.50,14638.04,0.05,101.42,1636.64,634.59,315.36,31.40
46.,Elecon Engg.Co,633.85,40.05,14223.59,0.24,87.72,-0.96,508.14,4.79,31.32
47.,Astrazeneca Phar,7121.45,138.30,17803.63,0.34,38.43,-5.60,408.00,31.16,31.13
48.,Safari Inds.,2651.80,80.93,12963.59,0.10,29.66,-25.40,457.79,23.72,31.02
49.,Raymond,1786.20,27.67,11891.40,0.56,59.01,1.12,1044.74,122.25,30.93
50.,Black Box,664.90,51.17,11175.31,0.00,51.14,56.79,1497.23,-4.90,30.87
51.,P N Gadgil Jewe.,690.90,60.81,9376.09,0.00,32.39,50.44,2001.53,47.32,30.82
52.,Doms Industries,2772.45,90.61,16825.23,0.09,53.68,42.54,457.77,19.71,30.67
53.,Blue Jet Health,598.95,59.43,10389.71,0.17,58.35,21.89,208.26,14.84,29.97
54.,Balu Forge,778.50,62.63,8520.05,0.02,48.14,106.88,222.88,60.09,29.95
55.,Ceigall India,344.50,20.31,6001.36,0.15,65.54,-11.32,772.19,4.24,29.84
56.,Birlasoft Ltd,552.15,24.68,15272.51,1.18,127.51,-12.11,1368.22,4.45,29.76
57.,Bikaji Foods,748.35,62.91,18737.35,0.13,72.08,17.57,713.25,19.31,29.65
58.,Piccadily Agro,941.80,86.92,8884.87,0.00,24.64,121.78,184.92,62.05,29.59
59.,Clean Science,1496.30,61.73,15900.62,0.33,58.75,12.57,238.13,31.48,29.57
60.,Praj Industries,836.35,55.26,15373.21,0.72,53.83,-13.69,816.19,-7.50,29.29
61.,Redtape,864.20,75.84,11943.41,0.23,25.07,-9.63,415.80,28.05,29.27
62.,Godawari Power,208.50,15.62,13948.13,0.48,159.39,-38.21,1267.57,-1.82,29.19
63.,Fine Organic,4523.10,35.88,13867.81,0.22,113.11,42.51,595.47,26.23,29.04
64.,Indegene,596.70,38.45,14277.18,0.00,91.70,22.27,686.80,8.04,29.02
65.,Lloyds Engineeri,85.29,101.79,9912.70,0.23,27.95,48.75,212.15,74.21,28.33
66.,Bombay Burmah,2193.85,12.40,15306.91,0.05,515.67,90.99,4760.84,5.24,28.31
67.,Glenmark Life,1031.35,29.84,12637.43,2.18,95.32,-19.72,506.88,-14.86,28.11
68.,Man Infra,249.81,34.76,9375.11,0.65,47.25,-31.60,230.32,6.98,28.06
69.,Rolex Rings,1882.85,28.83,5127.62,0.00,49.26,4.90,300.27,-6.39,28.05
70.,Shriram Pistons,2115.70,20.08,9319.62,0.47,125.88,10.42,876.50,16.62,27.87
71.,Gravita India,2290.75,62.97,16907.67,0.23,71.92,24.30,927.42,10.91,27.86
72.,Elantas Beck,12783.55,69.02,10134.39,0.04,31.07,-10.80,183.57,12.43,27.67
73.,ION Exchange,663.60,45.25,9732.79,0.23,50.64,19.57,644.47,20.92,27.49
74.,Garden Reach Sh.,1642.90,48.91,18819.75,0.57,97.77,21.09,1152.92,28.40,27.37
75.,Kirl. Brothers,2072.55,41.80,16457.90,0.29,96.70,89.74,1035.80,13.44,27.30
76.,Gulf Oil Lubric.,1178.35,17.13,5802.29,3.06,84.44,14.68,849.33,5.86,27.21
77.,Ashoka Buildcon,305.40,9.64,8573.29,0.00,462.47,307.02,2488.93,15.53,27.14
78.,ITD Cem,540.10,27.28,9278.25,0.31,72.19,34.35,1990.87,23.62,27.08
79.,Jyothy Labs,403.20,39.41,14805.85,0.87,105.02,0.97,733.76,0.19,26.99
80.,Banco Products,482.90,20.09,6907.27,2.07,138.70,109.80,894.93,23.51,26.96
81.,CMS Info Systems,501.05,22.70,8176.29,1.15,90.92,7.78,624.54,14.86,26.95
82.,Dhanuka Agritech,1397.15,23.51,6367.98,1.00,117.52,15.48,654.28,5.88,26.93
83.,Gabriel India,487.80,35.12,7006.95,0.82,52.69,12.23,924.01,6.89,26.72
84.,Caplin Point Lab,2537.55,39.11,19288.35,0.20,130.81,13.87,483.10,17.81,26.46
85.,Refex Industries,488.20,56.95,6292.30,0.02,31.06,44.18,527.65,49.81,26.39
86.,C.E. Info System,1629.75,65.75,8866.40,0.21,30.35,-8.20,103.67,13.82,26.15
87.,Vesuvius India,4605.45,35.73,9349.06,0.28,68.46,13.57,444.16,7.45,26.09
88.,R Systems Intl.,475.60,40.76,5626.51,1.37,39.81,-9.48,444.09,-2.90,26.08
89.,Archean Chemical,660.60,30.81,8153.63,0.45,21.87,-18.13,238.32,-17.95,25.75
90.,KNR Construct.,346.35,8.91,9740.56,0.07,580.02,216.20,1944.86,87.28,25.74
91.,TD Power Systems,450.10,51.86,7029.82,0.24,41.27,25.94,306.44,11.95,25.37
92.,Rites,295.20,35.63,14187.42,3.90,82.50,-27.85,540.86,-7.13,25.36
93.,Mrs Bectors,1610.50,69.34,9888.17,0.20,38.94,4.45,496.29,19.72,25.35
94.,Zensar Tech.,794.10,27.79,18023.86,1.13,155.70,-10.47,1308.00,5.42,25.15
95.,D B Corp,305.80,12.19,5448.69,4.25,82.57,-17.64,558.95,-4.62,25.12
96.,E2E Networks,4101.55,259.47,8147.26,0.00,12.15,109.84,47.55,119.63,25.03
97.,Titagarh Rail,1117.70,49.49,15052.49,0.07,80.69,15.01,1056.95,12.99,24.97
98.,Choice Intl.,547.30,71.14,10912.01,0.00,46.45,56.39,247.39,29.56,24.84
99.,Guj Pipavav Port,183.04,21.74,8848.88,3.99,91.50,-12.88,227.04,-10.12,24.80
100.,Cera Sanitary.,7525.15,40.62,9787.12,0.80,68.08,17.28,489.99,6.30,24.62
101.,Pricol Ltd,551.05,40.42,6716.28,0.00,45.07,35.96,668.83,15.75,24.53
102.,ASK Automotive,493.80,43.89,9734.90,0.20,67.28,63.14,973.86,22.67,24.24
103.,H.G. Infra Engg.,1509.85,18.78,9839.86,0.10,80.72,-16.02,902.41,-5.46,24.12
104.,Indiamart Inter.,2250.40,31.37,13509.63,0.89,135.10,94.67,347.70,17.98,23.93
105.,Yatharth Hospit.,567.90,42.36,5471.96,0.00,30.95,12.14,217.77,27.14,23.88
106.,Ahluwalia Contr.,989.45,33.52,6628.08,0.05,38.67,-29.78,1011.48,12.19,23.84
107.,Force Motors,7331.60,20.28,9660.31,0.27,135.05,43.84,1941.33,7.75,23.82
108.,Power Mech Proj.,2862.35,33.17,9049.69,0.03,69.51,30.82,1035.49,11.05,23.79
109.,Gokul Agro,366.00,26.70,5400.09,0.00,71.48,111.54,4812.49,16.84,23.37
110.,KSB,767.10,58.22,13350.55,0.46,61.70,23.15,616.50,9.37,23.29
111.,Indigo Paints,1395.75,46.89,6648.61,0.25,24.12,-7.73,288.55,6.69,23.18
112.,Afcons Infrastr.,543.25,43.62,19979.90,0.00,135.43,30.01,2959.69,-11.23,23.13
113.,Garware Tech.,911.40,40.12,9047.09,0.07,65.89,25.77,420.59,28.11,23.07
114.,Mah. Seamless,745.70,11.85,9991.76,1.34,220.16,-12.13,1291.81,-15.85,22.92
115.,Happy Forgings,1014.70,36.91,9558.97,0.39,71.43,29.26,361.13,5.26,22.70
116.,Kovai Medical,6371.05,34.55,6969.93,0.16,50.69,16.77,343.99,13.63,22.61
117.,UTI AMC,1362.20,20.70,17425.01,1.76,263.08,30.83,538.40,33.25,22.60
118.,The Anup Enginee,3516.25,59.00,7041.81,0.43,32.31,48.76,187.87,34.34,22.58
119.,Supreme Petroch.,657.50,30.05,12363.72,1.37,90.34,15.73,1505.56,17.84,22.46
120.,NESCO,995.60,18.68,7014.99,0.60,106.88,21.70,192.10,9.87,22.39
121.,Elgi Equipments,576.60,55.76,18272.97,0.35,94.72,3.76,868.86,7.78,22.28
122.,Aurionpro Sol.,1809.30,60.72,9989.78,0.14,45.51,36.04,278.28,31.79,22.27
123.,Valor Estate,177.60,27.67,9563.15,0.00,-111.23,-113.97,79.05,16.22,22.26
124.,Engineers India,187.65,28.50,10546.73,1.60,99.63,-21.83,688.94,-12.77,22.21
125.,Jupiter Life Lin,1548.60,58.09,10153.55,0.06,50.30,37.02,273.10,20.27,22.16
126.,Supriya Lifesci.,772.50,39.47,6217.30,0.10,46.15,93.26,166.10,18.56,22.15
127.,NCC,276.95,20.39,17388.21,0.79,174.79,110.71,5195.98,10.09,22.10
128.,Usha Martin,367.55,26.24,11200.78,0.75,109.31,-0.15,891.17,13.57,22.08
129.,Dodla Dairy,1236.90,34.46,7461.95,0.24,63.38,45.37,997.62,29.94,22.08
130.,Tilaknagar Inds.,453.95,48.23,8759.25,0.11,58.23,82.42,374.86,5.78,22.00
131.,Cyient,1776.85,28.41,19724.99,1.69,186.60,-2.08,1849.10,3.97,21.88
132.,Happiest Minds,738.10,52.34,11239.40,0.78,38.26,-29.84,374.65,1.25,21.81
133.,Aditya Vision,512.05,69.12,6588.19,0.18,12.21,26.79,375.85,20.03,21.75
134.,Kirl.Pneumatic,1540.90,51.09,9995.31,0.42,67.53,234.64,430.67,52.76,21.72
135.,R R Kabel,1423.75,61.20,16098.12,0.42,49.75,-32.72,1810.14,12.45,21.71
136.,KPI Green Energy,547.70,46.54,10783.70,0.05,69.93,103.22,359.68,67.24,21.61
137.,Hind.Construct.,40.38,,7346.67,0.00,63.93,1482.43,1406.91,-23.23,21.43
138.,Pearl Global Ind,1518.60,34.91,6973.89,0.58,55.63,52.01,1201.92,25.12,21.39
139.,ICRA,6319.70,40.32,6099.29,1.58,37.11,15.58,126.12,20.29,21.38
140.,Jindal Saw,284.60,9.66,18200.40,0.70,475.31,33.60,5571.92,1.93,21.38
141.,Kajaria Ceramics,1138.95,47.65,18140.32,1.05,85.54,-21.94,1179.27,5.14,21.15
142.,L T Foods,431.15,24.89,14971.81,0.35,150.61,-4.86,2107.79,6.57,21.09
143.,Surya Roshni,281.65,19.01,6129.72,0.44,36.06,-52.48,1528.72,-20.19,20.81
144.,Route Mobile,1396.30,24.70,8796.35,0.79,107.03,9.47,1113.41,9.74,20.72
145.,GHCL,758.50,13.70,7263.00,1.58,154.83,8.39,792.79,-1.57,20.63
146.,Marksans Pharma,297.90,39.01,13499.75,0.20,97.76,15.80,641.92,20.83,20.61
147.,CEAT,3185.25,21.74,12884.37,0.94,121.45,-41.52,3304.53,8.23,20.42
148.,WPIL,716.65,35.52,6999.58,0.56,70.22,83.45,490.89,54.01,20.42
149.,Skipper,556.50,58.39,6259.94,0.02,33.94,78.82,1109.74,43.68,20.33
150.,Intellect Design,972.80,47.45,13487.10,0.36,52.48,-25.50,558.13,-9.84,20.32
151.,Thangamayil Jew.,2019.20,58.10,5540.52,0.50,-17.44,-307.87,1181.05,18.88,20.29
152.,EID Parry,907.65,21.92,16118.64,0.44,591.66,-32.42,9330.35,2.99,20.29
153.,JK Paper,422.90,9.20,7164.03,2.01,128.85,-57.50,1682.93,1.99,20.29
154.,Railtel Corpn.,422.55,48.12,13561.25,0.67,72.64,8.14,843.49,40.78,20.25
155.,Pitti Engg.,1331.50,47.19,5013.58,0.11,34.05,54.70,379.38,25.37,20.07
156.,Avanti Feeds,678.05,22.08,9238.13,1.00,121.47,53.11,1355.09,5.99,20.01
157.,Craftsman Auto,5327.60,50.77,12709.30,0.21,61.69,-34.75,1213.95,2.96,19.99
158.,Transport Corp.,1158.40,23.69,9027.02,0.82,107.30,22.30,1120.80,12.81,19.92
159.,Azad Engineering,1885.45,159.81,11145.46,0.00,20.88,7.46,111.54,34.65,19.89
160.,Va Tech Wabag,1642.90,39.28,10217.27,0.00,70.30,16.97,700.30,5.31,19.75
161.,Data Pattern,2485.25,75.15,13913.42,0.26,30.28,-10.39,91.02,-15.96,19.71
162.,Saregama India,551.10,56.63,10636.75,0.73,44.95,-6.44,241.83,40.31,19.60
163.,Vijaya Diagnost.,1113.10,85.19,11423.69,0.09,42.13,25.87,182.95,31.75,19.51
164.,Kennametal India,2925.45,58.94,6429.62,1.03,25.00,46.20,270.40,4.85,19.50
165.,Redington,201.66,13.54,15765.26,3.07,282.88,-6.78,24895.56,12.04,19.46
166.,JK Tyre & Indust,387.45,13.89,10616.91,1.16,139.75,-41.54,3621.56,-7.08,19.31
167.,Blue Dart Expres,6829.10,57.28,16205.45,0.37,62.84,-13.99,1448.46,9.36,19.22
168.,Tega Inds.,1538.50,60.55,10236.49,0.13,7.22,-84.76,353.30,-6.40,19.20
169.,GMM Pfaudler,1210.55,55.66,5442.30,0.17,17.28,-74.42,805.42,-14.09,19.08
170.,Rainbow Child.,1557.80,68.34,15819.72,0.19,79.01,25.37,417.46,25.48,19.08
171.,Thomas Cook (I),193.18,32.83,9096.72,0.21,71.96,37.83,2003.76,8.70,19.07
172.,Innova Captab,1182.95,57.21,6769.42,0.00,35.00,52.77,318.20,12.46,18.99
173.,Symphony,1344.70,39.80,9272.65,0.97,56.00,60.00,315.00,14.55,18.84
174.,Astra Microwave,788.45,57.42,7485.94,0.25,25.39,-15.42,229.61,20.77,18.77
175.,Ramkrishna Forg.,917.40,45.12,16599.43,0.22,189.77,36.54,1053.63,17.23,18.71
176.,Finolex Cables,1154.35,32.54,17654.55,0.69,146.09,-11.67,1311.72,10.47,18.68
177.,Technocraf.Inds.,2943.00,25.10,6757.62,0.00,71.21,4.84,628.56,20.90,18.68
178.,Bata India,1460.80,54.00,18775.30,0.82,51.98,-11.42,837.14,2.20,18.66
179.,Sky Gold,390.30,71.07,5719.46,0.00,36.71,404.95,768.85,94.17,18.57
180.,Vinati Organics,1784.20,49.51,18496.02,0.39,106.11,46.38,553.27,19.51,18.54
181.,GE Shipping Co,984.70,4.97,14058.28,2.92,575.57,-3.21,1354.40,10.20,18.51
182.,J Kumar Infra,767.95,16.19,5810.73,0.52,90.16,22.77,1292.37,17.04,18.44
183.,Welspun Enterp,639.25,26.22,8848.10,0.47,61.56,7.30,788.51,22.11,18.40
184.,FDC,509.60,26.21,8296.80,0.98,72.04,3.22,513.85,5.65,18.37
185.,CIE Automotive,486.45,22.55,18454.08,1.03,195.23,4.26,2134.63,-6.35,18.32
186.,Indo Count Inds.,344.10,22.03,6815.05,0.64,81.54,-28.59,1035.85,2.67,18.30
187.,LMW,16838.35,89.84,17988.41,0.45,24.46,-78.75,768.99,-41.76,18.08
188.,Century Plyboard,863.55,86.65,19185.75,0.12,39.98,-58.74,1183.62,18.74,18.01
189.,Mastek,3063.90,25.74,9460.56,0.62,128.65,97.47,867.39,13.30,18.01
190.,AGI Greenpac,1070.05,25.93,6922.94,0.56,72.08,28.39,599.18,-2.55,17.73
191.,eMudhra,954.70,97.86,7906.03,0.13,22.30,19.38,141.22,46.65,17.66
192.,Epigral,1813.85,26.75,7825.19,0.28,80.53,111.20,626.06,30.93,17.49
193.,Varroc Engineer,633.55,18.35,9679.78,0.00,57.80,2.67,2080.77,10.28,17.48
194.,PDS,606.55,56.27,8557.91,0.78,93.17,10.46,3306.29,34.25,17.47
195.,Galaxy Surfact.,2543.95,28.79,9019.51,0.86,84.71,9.42,1062.99,8.12,17.45
196.,Rategain Travel,723.75,45.39,8535.59,0.00,52.21,73.80,277.26,18.12,17.45
197.,Zaggle Prepaid,562.15,108.30,7544.35,0.00,18.56,144.53,302.56,64.22,17.25
198.,Honasa Consumer,252.50,108.65,8201.81,0.00,-14.92,-139.53,417.48,-9.28,17.10
199.,JK Lakshmi Cem.,818.50,27.63,9631.29,0.79,-19.24,-115.10,1234.29,-21.61,17.04
