Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
1.,Jagjanani Text.,14.20,,22.15,0.00,0.00,100.00,0.00,,2400.00
2.,Manbro Indust.,1072.00,,53.71,0.00,-0.10,-211.11,0.73,-85.66,700.00
3.,Aananda Lakshmi,21.07,2.39,7.37,0.00,-0.23,-38.46,0.06,,483.40
4.,Monotype India,1.74,17.73,122.34,0.00,2.99,98.01,25.33,1083.64,437.75
5.,Medinova Diagno.,39.00,20.28,38.93,0.00,0.50,-24.24,2.56,-10.80,232.00
6.,Spice IslandsInd,41.93,,18.03,0.00,-0.93,-1262.50,0.10,-23.08,211.76
7.,Ksolves India,995.35,32.24,1180.09,1.96,9.22,11.62,34.77,34.25,199.44
8.,Varyaa Creations,93.00,14.75,44.55,0.00,0.62,,15.33,,192.38
9.,Guj. Toolroom,18.98,3.75,440.46,5.27,26.79,1016.25,270.51,72.65,179.10
10.,Associated,191.90,25.68,25.94,0.00,0.40,,2.21,,170.00
11.,SBEC Systems,39.46,29.23,39.46,0.00,0.26,8.33,0.77,18.46,154.49
12.,Vintron Info.,40.56,9.02,352.69,0.00,22.41,32114.29,359.10,35810.00,146.65
13.,Swadeshi Polytex,102.89,8.44,401.27,0.00,0.79,-97.73,0.00,-100.00,146.60
14.,Tuticorin Alkali,97.63,19.10,1189.48,0.00,13.87,-27.27,74.42,-16.92,146.32
15.,Athena Global,99.95,0.68,140.43,0.00,-4.69,8.40,4.37,72.73,123.99
16.,Infronics Sys.,49.29,22.20,39.07,0.00,0.19,-65.45,0.46,-52.58,123.82
17.,Ambitious Plasto,12.70,49.20,7.38,0.00,0.00,100.00,0.31,,120.00
18.,Maha Rashtra Apx,153.23,0.63,216.82,0.00,-7.97,-667.76,0.48,-34.25,119.79
19.,Franklin Indust.,2.97,4.58,85.89,0.00,3.99,432.00,27.11,217.82,119.60
20.,Sathlokhar,492.95,45.50,1189.88,0.00,16.45,,141.87,205.75,116.56
21.,Press. Senstive,5.07,1.06,75.22,0.00,1.01,-97.00,5.49,-84.31,113.96
22.,Triveni Glass,20.94,15.19,26.43,0.00,-0.05,-103.42,0.00,,112.22
23.,RRPSemiconductor,192.95,73.64,262.88,0.00,1.82,9200.00,5.66,,104.76
24.,Spectrum Foods,31.58,164.30,75.58,0.00,1.91,-42.12,6.01,19.01,104.02
25.,Nisus Finance,488.30,50.96,1165.97,0.00,18.87,,32.92,172.29,101.56
26.,Remedium Life,5.06,11.04,204.02,0.00,1.78,-72.74,25.08,-94.65,99.50
27.,Modern Engineer.,42.28,20.61,65.32,0.00,0.42,-41.67,16.25,-2.17,98.71
28.,Bridge Securitie,11.63,30.34,45.21,0.00,1.00,9900.00,1.05,600.00,98.55
29.,Identical Brains,81.15,21.27,113.82,0.00,2.41,,11.39,,97.75
30.,Blue Pebble,332.00,29.45,135.46,0.00,3.77,,23.39,77.47,97.57
31.,Technvision Ven.,3381.25,122.11,2123.43,0.00,-2.58,-200.78,55.09,10.09,94.69
32.,Vuenow Infratech,82.64,23.53,191.74,0.91,-0.57,-385.00,0.00,-100.00,94.38
33.,Rajkamal Synth.,67.77,191.52,44.05,0.00,0.00,-100.00,0.24,242.86,94.12
34.,Gayatri Sugars,14.44,,94.04,0.00,-21.33,-25.10,11.61,-38.67,93.23
35.,Positron,332.00,21.79,252.33,0.00,4.75,,69.79,39.69,91.08
36.,Flora Textiles,147.00,13.93,88.20,0.00,-0.05,68.75,0.02,-80.00,88.89
37.,Mishtann Foods,7.28,2.15,784.50,0.01,106.57,21.89,341.87,7.37,88.74
38.,Shubhshree,396.75,63.02,207.98,0.00,4.04,,77.36,,86.51
39.,One Global Serv,337.90,25.36,239.91,0.30,2.27,228.99,19.41,66.61,84.85
40.,Network People,2546.95,98.10,4937.52,0.00,33.77,554.46,125.61,139.53,83.46
41.,Apex Ecotech,144.60,28.76,190.66,0.00,1.55,,21.70,,79.09
42.,21st Cent. Mgmt.,93.00,1.64,97.65,2.69,2.41,4.78,14.01,402.15,78.43
43.,Jhandewala Foods,83.01,14.06,110.07,0.00,2.49,119.90,30.27,193.03,78.22
44.,Crestchem,293.35,27.76,88.01,0.17,1.00,194.12,7.80,73.72,78.17
45.,Teerth,610.25,41.49,732.28,0.00,9.52,,68.00,81.96,75.31
46.,Envirotech,127.90,21.03,240.32,0.00,2.83,,16.30,-12.83,74.01
47.,High Street Fila,106.10,76.22,6.86,0.00,0.00,100.00,3.91,,73.68
48.,P. H. Capital,359.40,5.11,107.82,0.07,11.28,,30.12,,73.50
49.,Concord Control,1711.30,71.50,1078.20,0.00,8.43,,49.75,63.38,72.84
50.,Dam Capital Advi,404.05,40.49,2856.07,0.00,43.78,,107.75,,72.73
51.,Danish Power,1178.20,61.04,2320.07,0.00,20.73,,163.38,,72.71
52.,Prizor Viztech,193.95,37.23,207.36,0.00,4.28,,31.03,418.90,72.24
53.,Naturewings Hol.,84.06,23.72,26.57,0.00,0.72,,12.47,-0.24,72.22
54.,Avax Apparels,,5.27,7.27,,,,,,71.28
55.,IB Infotech,192.20,32.39,24.62,0.52,0.16,45.45,2.17,117.00,69.90
56.,Rockingdeals Cir,607.05,49.29,343.53,0.00,3.20,,21.36,36.84,69.52
57.,Olatech Solution,477.80,42.28,212.65,0.00,3.29,,11.43,73.97,68.21
58.,Bhudevi Infra,120.95,30.67,55.51,0.00,-0.23,80.99,0.00,,67.95
59.,Sh. Rajas. Synt.,16.53,8.51,46.30,0.00,-1.20,-23.16,3.20,-62.31,67.62
60.,Yuranus Infrast.,87.07,70.86,30.47,0.00,-0.33,-210.00,1.42,-90.82,67.47
61.,Share,78.05,25.40,95.77,0.00,0.78,,4.00,12.04,66.45
62.,VJTF Eduservices,100.90,18.07,177.58,0.00,0.09,-34.55,0.34,,66.33
63.,Trom,251.40,29.48,231.16,0.00,4.13,,46.24,98.71,66.33
64.,Vipul Ltd,22.34,1.16,314.90,0.00,1.14,106.67,15.70,110.17,66.14
65.,Nexus Surgical,24.35,32.49,13.32,0.00,0.21,162.50,0.99,167.57,65.93
66.,Jyoti Resins,1339.65,22.88,1607.58,0.67,16.29,0.68,65.25,3.64,65.88
67.,Veritaas,114.95,18.65,32.45,0.00,0.82,,6.91,49.57,65.59
68.,Sanathnagar Ent.,42.00,,13.23,0.00,-3.67,-12133.33,0.00,,65.46
69.,Cochin Malabar,189.60,62.15,33.56,0.00,-0.15,6.25,0.00,,65.15
70.,Sahasra Electro.,593.85,45.49,1484.20,0.00,6.75,,41.25,,65.05
71.,NINtec Systems,543.75,53.39,1010.07,0.00,5.93,80.24,20.74,40.04,64.39
72.,Basilic Fly Stud,344.00,28.98,799.46,0.00,10.32,,33.85,-31.71,64.05
73.,My Mudra Fin.,79.10,10.78,90.11,0.00,2.87,,33.74,5.21,63.68
74.,Z-Tech,603.75,99.06,772.63,0.00,3.00,-18.48,19.04,2.42,63.59
75.,BNR Udyog,64.52,26.52,19.36,0.00,0.07,-86.79,0.43,-55.21,63.55
76.,Promact Impex,12.46,11.11,8.11,0.00,-0.03,25.00,0.17,0.00,63.04
77.,Kiduja India,439.25,3.07,105.42,0.00,6.08,-23.81,10.38,0.48,62.45
78.,Everlon Fin.,141.00,10.19,87.42,0.00,0.43,-51.14,3.36,-24.66,61.46
79.,Wanbury,290.15,34.44,950.84,0.00,8.02,8.97,161.19,11.58,60.64
80.,Nephro Care,193.00,107.86,318.19,0.00,2.19,,17.69,,60.41
81.,Slone,412.55,32.06,217.37,0.00,4.72,,152.98,655.46,60.39
82.,Dindigul Farm,51.58,14.42,126.01,0.00,2.01,,32.70,-32.61,58.74
83.,E Factor Experie,280.00,24.63,366.47,0.36,0.25,,18.14,-14.64,58.40
84.,Sumuka Agro,203.95,34.19,144.95,0.00,0.64,-38.46,14.89,29.14,58.15
85.,Quest,138.45,19.26,226.88,0.00,8.01,,42.63,3.92,57.51
86.,Key Corp,309.70,2.45,185.82,0.00,5.86,107.80,6.07,101.66,57.25
87.,Accelya Solution,1559.30,19.99,2328.03,4.17,32.46,2.95,127.12,-0.13,57.03
88.,Wealth First Por,1551.95,31.38,1653.60,0.52,15.20,48.58,19.47,43.58,56.85
89.,Brace Port,101.05,23.35,114.20,0.00,3.60,,49.55,165.97,56.81
90.,Forbes Precision,287.35,54.51,1482.57,0.00,7.35,2.94,57.54,5.67,55.86
91.,Sanjiv.Parant.,375.50,63.40,438.75,0.00,2.30,34.50,18.13,29.50,55.28
92.,Macfos,1330.00,72.40,1252.44,0.00,6.28,206.34,89.87,232.36,55.25
93.,Lakshya Powertec,315.80,17.87,318.45,0.00,7.41,,66.70,4.17,55.22
94.,Sahana Systems,1881.95,59.39,1653.36,0.00,14.15,,52.64,117.88,55.04
95.,Suratwwala Busi.,136.89,144.40,2373.90,0.00,0.22,-97.31,2.24,-87.79,54.89
96.,Comfort Comtrade,46.84,1.73,46.93,1.07,7.16,57.71,7.37,-39.39,54.68
97.,Global Education,79.12,13.68,402.73,2.53,10.46,-2.61,23.39,2.36,54.60
98.,Davin Sons Reta,,17.65,28.95,,0.74,,6.28,,54.59
99.,OSEL Devices,326.30,40.33,526.30,0.00,8.01,,87.35,72.32,54.21
100.,Shine Fashions,406.80,21.20,118.70,0.00,3.29,,34.25,68.89,53.98
101.,Prime Industries,168.00,428.13,265.44,0.00,0.22,134.92,0.00,-100.00,53.48
102.,Winsol,271.50,28.73,313.18,0.00,6.22,,41.79,24.93,53.08
103.,Sigma Solve,353.35,20.23,363.16,0.14,4.11,54.51,17.05,4.60,52.54
104.,Gem Enviro,149.05,29.72,336.11,0.34,4.59,,22.19,20.01,52.49
105.,Tunwal E-Motors,49.35,23.11,272.91,0.00,5.38,,74.43,65.47,52.37
106.,Owais Metal,991.30,53.96,1802.42,0.00,24.72,,105.13,248.11,52.14
107.,Monarch Networth,466.25,23.89,3658.24,0.11,43.98,18.68,104.04,33.78,51.84
108.,Swaraj Engines,3142.55,25.81,3817.34,3.02,45.42,20.57,464.24,19.37,51.64
109.,Kronox Lab,203.99,32.43,756.88,0.25,6.47,48.74,24.86,18.27,51.53
110.,Rulka,288.95,28.16,123.05,0.00,0.94,,29.69,-18.50,50.64
111.,Petro Carbon,207.00,12.66,511.29,0.00,8.28,,176.45,-49.46,50.57
112.,Dhariwalcorp,129.90,25.78,116.28,0.00,2.68,,120.27,2.31,50.25
113.,DCM,112.12,30.31,209.41,0.00,0.71,202.90,16.63,-6.68,50.22
114.,WOL 3D,144.00,18.47,92.91,0.00,2.93,,22.72,,50.21
115.,Gretex Corporate,800.00,22.09,953.24,0.08,14.56,,93.68,,50.19
116.,Harshdeep,73.61,14.26,118.47,0.00,4.23,,24.75,7.75,50.09
117.,Garuda Cons,133.77,34.16,1244.62,0.00,10.25,99.42,46.75,121.98,49.19
118.,South. Magnesium,272.95,16.85,81.89,0.00,1.14,25.27,3.93,53.52,48.56
119.,HB Stockholdings,121.94,3.68,87.04,1.23,0.13,-98.78,2.01,-84.66,48.35
120.,Systematix Corp.,182.95,35.18,2497.96,0.05,22.14,1130.00,36.67,82.26,48.35
121.,Techknowgreen,234.60,25.97,173.20,0.00,3.80,,13.56,47.07,48.30
122.,Advani Hotels.,70.32,28.32,650.03,2.56,-0.56,-224.44,16.71,-3.13,48.18
123.,Goenka Business,18.23,10.22,23.70,0.00,0.66,164.00,38.73,32.64,48.09
124.,Avantel,157.10,61.94,3821.77,0.13,23.57,41.05,77.25,42.53,47.50
125.,Som Datt Finance,117.90,13.20,118.02,0.00,-0.52,-117.33,0.03,-99.17,46.59
126.,Kesar Enterprise,130.15,,131.19,0.00,-22.94,14.94,37.52,-30.98,46.57
127.,JNK,649.40,59.53,3612.02,0.05,7.75,-36.37,103.83,7.14,46.26
128.,Automotive Stamp,678.35,52.15,1075.86,0.00,4.28,7.27,197.11,-7.13,46.18
129.,Storage Tech,164.00,26.66,210.58,0.00,1.24,,43.62,18.47,46.16
130.,Prithvi Exchange,254.15,14.15,209.66,0.98,2.97,-22.25,988.88,-11.23,46.13
131.,Trust Fintech,160.70,36.53,382.87,0.00,5.26,,16.69,-11.32,46.12
132.,Brisk Technovisi,147.00,22.44,29.40,1.36,0.83,,12.55,-19.91,46.11
133.,Dreamfolks Servi,401.25,30.02,2137.45,0.50,16.03,-9.28,316.86,12.17,46.02
134.,Jagsonpal Fin.,109.60,95.68,60.28,0.00,0.11,375.00,0.14,,45.86
135.,Krishca Strapp.,305.95,33.40,434.14,0.00,5.44,,63.58,31.12,45.85
136.,Effwa Infra,250.00,41.93,578.68,0.00,4.76,,60.86,84.37,45.71
137.,Panorama Studios,214.65,39.56,1472.79,0.09,5.03,62.26,82.14,57.84,45.59
138.,Akiko,73.75,20.52,79.43,0.00,2.23,,18.64,17.23,45.58
139.,Cyber Media Ind,25.79,16.43,40.41,0.00,0.04,-92.94,20.65,-29.93,45.49
140.,Finelistings,48.98,,17.81,0.00,-1.24,,11.81,48.74,45.48
141.,ADC India,1609.75,25.53,740.49,0.31,8.72,17.05,50.79,5.59,45.23
142.,Arkade,184.88,27.95,3432.55,0.00,43.36,-9.38,201.65,-4.41,45.21
143.,Saraswati,128.11,17.18,507.31,0.00,9.57,22.85,164.75,26.42,45.18
144.,Guj. Themis Bio.,336.75,69.62,3669.41,0.20,10.57,-15.71,34.72,-12.19,44.99
145.,Vasa Denticity,730.80,66.54,1170.46,0.00,8.79,135.66,111.84,47.59,44.98
146.,Rapid Multimodal,61.10,13.01,23.29,0.00,1.28,,43.79,26.05,44.76
147.,Hawkins Cookers,9039.20,42.34,4781.74,1.33,34.06,-3.24,295.85,8.95,44.52
148.,R S Software (I),216.26,23.17,558.63,0.12,4.94,162.77,17.20,57.22,44.35
149.,Shukra Pharma.,157.80,47.85,690.97,0.63,0.54,-88.54,5.56,-77.44,44.25
150.,Dynacons Sys.,1552.60,31.19,1973.84,0.03,18.26,45.27,306.33,39.33,44.24
151.,Digikore Studios,290.90,29.06,184.22,0.00,3.04,,22.13,-10.66,43.98
152.,Taparia Tools,9.64,0.12,14.63,414.94,30.76,30.06,224.00,7.15,43.95
153.,Alacrity Sec.,157.80,55.99,736.29,0.00,9.27,131.75,325.61,160.63,43.47
154.,Pulz Electronics,70.05,16.99,152.77,0.00,4.80,,20.99,11.35,43.41
155.,PNGS Gargi FJ,1427.45,70.21,1478.52,0.00,5.09,202.98,22.94,112.41,43.38
156.,Deepak Builders,189.94,14.61,884.76,0.00,15.08,7.71,121.82,-21.64,43.03
157.,Ecos (India),286.85,30.44,1721.10,0.00,15.75,-4.37,159.59,15.75,42.86
158.,Uni Abex Alloy,2769.60,18.51,547.00,0.90,8.39,-35.36,46.60,-15.88,42.78
159.,Dhanlaxmi Crop,78.50,27.56,128.17,0.00,8.21,,119.95,,42.77
160.,Escorp Asset Mgt,58.05,8.36,64.53,0.00,5.30,,5.61,-66.31,42.75
161.,Beacon,102.35,35.83,184.89,0.00,4.24,,13.26,12.56,42.62
162.,Macobs,163.00,72.57,159.66,0.00,1.84,,16.55,85.96,42.62
163.,Vdeal,169.65,26.68,82.97,0.00,1.25,,9.23,18.03,42.29
164.,Artificial Elect,360.35,1528.40,611.36,0.00,0.21,162.50,3.62,905.56,42.11
165.,KRN Heat Exchan,795.50,124.08,4944.56,0.00,12.10,40.53,98.94,38.98,42.09
166.,DDev Plastiks,276.05,15.13,2856.47,0.54,44.72,5.80,580.35,-9.65,41.94
167.,Yash Highvoltage,316.90,75.21,904.79,0.00,3.13,,27.63,,41.58
168.,Bulkcorp,102.00,21.53,76.64,0.00,1.39,,26.15,48.58,41.47
169.,Boss Packaging,48.50,21.35,21.56,0.00,0.61,,5.40,90.81,41.38
170.,Kothari Petroche,201.07,18.06,1183.22,0.87,16.33,-11.92,180.59,11.79,41.32
171.,Fonebox,122.50,34.91,125.69,0.00,1.72,,164.65,17.45,41.24
172.,Mefcom Capital,21.65,14.17,98.94,0.00,1.84,11.56,115.51,128.33,41.14
173.,Netlink Solns(I),193.50,3.63,48.94,0.00,6.36,269.77,0.12,500.00,41.03
174.,Axtel Industries,478.30,31.03,772.68,1.25,5.90,-50.50,55.84,-19.62,40.73
175.,Benares Hotels,8397.45,29.89,1091.67,0.30,7.20,5.26,24.47,-5.52,40.56
176.,Infollion Resea.,409.70,38.62,397.04,0.00,5.94,,35.19,40.14,40.50
177.,Brady & Morris,1709.80,40.28,384.71,0.00,2.43,25.91,23.42,47.02,40.32
178.,GP Eco,266.45,44.39,312.03,0.00,4.78,,79.21,84.04,40.31
179.,Manav Infra,17.00,9.08,11.62,0.00,0.21,,6.35,15.04,40.23
180.,Danlaw Tech.,1477.60,34.87,719.69,0.00,4.52,-23.65,54.08,8.05,40.21
181.,Electrotherm(I),1129.10,3.93,1438.79,0.00,59.47,-31.32,813.68,-17.41,40.16
182.,Addictive Learn,350.50,64.47,557.64,0.00,5.86,,40.88,32.00,40.13
183.,Nicco Parks,132.85,26.59,621.74,0.75,5.44,14.29,13.77,-17.50,40.12
184.,Nacdac Infra.,82.30,27.32,86.62,0.00,,,,,40.10
185.,Steelcast,882.05,28.63,1785.27,0.82,13.29,-28.51,75.90,-25.30,39.95
186.,Kore Digital,1744.35,43.18,699.14,0.00,2.24,-8.20,41.05,289.84,39.91
187.,Advait Infratech,1602.45,65.81,1730.74,0.09,5.58,12.05,47.59,-0.81,39.62
188.,Jay Bee Laminati,375.70,43.79,847.86,0.00,14.41,,153.17,-0.71,39.57
189.,V.L.Infraproject,56.15,14.37,88.23,0.00,3.55,,52.33,2.13,39.50
190.,Sahaj Solar,548.60,45.80,602.69,0.00,4.77,,98.12,61.14,39.35
191.,Kesar India,800.00,100.92,1977.02,0.00,16.02,,50.49,137.60,39.29
192.,ROX Hi-Tech,98.70,10.75,225.39,0.00,10.21,,82.67,6.99,39.29
193.,Focus Lighting,131.55,25.98,884.71,0.38,4.89,-49.01,45.37,-19.24,39.17
194.,Revathi Equip,2094.50,20.67,642.37,0.00,2.70,-31.65,19.71,-33.07,39.14
195.,K.P. Energy,540.95,48.14,3607.60,0.06,21.80,165.21,196.64,183.42,39.07
196.,Piotex,72.75,12.34,37.13,0.00,1.63,,65.75,,38.89
197.,C2C Advanced,858.00,115.15,1427.81,0.00,,,,,38.69
198.,Fineotex Chem,341.80,31.74,3916.18,0.47,32.06,1.59,145.73,0.32,38.68
199.,Spright Agro,14.93,65.32,1599.76,0.00,6.96,3766.67,54.03,1631.73,38.62
200.,Sh. Ganesh Elas.,26.59,7.46,14.63,0.00,0.38,-43.28,7.77,15.62,38.58
201.,Vadilal Enterp.,8090.40,26.45,695.77,0.02,3.83,8.81,245.99,0.80,38.55
202.,Faalcon Concepts,57.70,16.70,39.41,0.00,1.25,,12.93,36.97,38.55
203.,Dhanalaxmi Roto,204.90,8.33,79.91,0.73,1.32,-45.00,45.33,12.93,38.40
204.,Indrapr.Medical,543.15,33.69,4979.06,0.83,42.40,29.07,349.82,10.35,38.35
205.,Cropster Agro,25.57,135.86,2147.88,0.00,3.11,298.72,47.51,241.55,38.28
206.,Rappid Valves,336.95,42.36,174.94,0.00,2.39,,19.62,170.62,38.23
207.,Unique Organics,179.15,9.88,106.59,0.00,3.81,273.53,35.62,15.35,38.07
208.,Axita Cotton,11.07,31.43,384.98,1.19,0.63,-90.32,129.89,-66.52,37.91
209.,Hoac Foods,145.00,35.95,55.73,0.00,1.01,,11.03,52.98,37.61
210.,TRF,441.85,18.62,486.04,0.00,6.02,-64.25,32.70,-16.73,37.59
211.,Oriana Power Ltd,2392.70,50.08,4861.76,0.00,48.57,,359.54,461.26,37.54
212.,Enser,167.15,36.20,291.38,0.00,4.85,,39.02,115.70,37.51
213.,Ganesh Green,580.00,58.57,1438.46,0.00,12.52,,132.70,72.56,37.39
214.,Thinking,48.50,19.60,60.56,0.00,1.10,,8.65,39.07,37.25
215.,Supreme Power,240.85,41.03,601.91,0.00,7.13,163.10,54.83,13.50,37.22
216.,Aesthetik,70.30,24.16,121.06,0.00,0.76,,25.86,18.41,36.87
217.,Radiowalla,114.00,81.16,80.35,0.00,0.35,,9.68,30.99,36.82
218.,Elixir Capital,317.45,7.39,184.12,0.39,11.30,199.38,18.56,204.76,36.75
219.,DCG Cables,120.00,24.25,217.80,0.00,4.79,181.76,59.58,12.97,36.75
220.,Afcom,1065.35,82.40,2648.22,0.00,18.86,,88.76,25.12,36.65
221.,Deccan Transcon,67.20,12.91,152.70,0.00,4.88,,76.59,,36.65
222.,Toss The Coin,715.30,122.90,135.19,0.00,1.16,,4.36,,36.63
223.,Srivari Spices &,213.15,19.56,182.68,0.00,4.91,,52.84,70.73,36.58
224.,Vraj Iron,222.17,15.52,732.77,0.00,10.29,-47.74,87.55,-23.90,36.54
225.,Aeron Composites,189.50,31.90,322.53,0.00,6.65,,107.85,31.43,36.46
226.,Amic Forging,1431.55,54.89,1615.99,0.00,22.72,,63.67,23.58,36.37
227.,Aspire & Innovat,46.70,9.40,70.88,0.00,2.16,,100.09,-43.32,36.37
228.,Evans Electric,165.00,32.00,90.55,0.91,0.98,,4.77,-48.04,36.35
229.,Premium Plast,45.00,17.98,85.94,0.00,1.41,,12.13,,36.21
230.,Aluwind,61.20,25.05,152.07,0.00,2.26,,45.46,9.91,36.07
231.,Span Divergent,39.15,23.78,21.38,0.00,0.05,119.23,2.80,-11.95,36.03
232.,Prism Finance,44.05,6.26,28.63,0.00,0.22,-92.81,2.22,-36.02,35.96
233.,K2 Infragen,159.55,18.87,201.33,0.00,4.29,,51.48,-13.32,35.82
234.,Integ. Industrie,30.48,15.03,709.69,0.00,14.40,809.23,186.60,299.23,35.79
235.,MPS,2051.30,29.35,3508.92,3.66,35.24,17.35,177.70,37.15,35.65
236.,Abhinav Leasing,1.94,,9.70,0.00,0.06,100.00,8.78,25.61,35.57
237.,Sayaji Hot. Pune,820.05,14.40,249.84,0.00,4.19,29.32,18.48,17.56,35.53
238.,Sona Machinery,124.75,16.75,171.21,0.00,2.67,,39.83,3.40,35.52
239.,Exhicon Events,375.45,31.89,486.68,0.27,10.61,,62.63,32.44,35.50
240.,SKM Egg Prod.,249.00,15.47,655.62,1.00,8.62,-69.65,127.46,-27.45,35.44
241.,Arrow Greentech,799.90,22.49,1206.88,0.25,18.61,267.79,64.84,122.66,35.32
242.,Nitta Gelatin,779.25,9.67,707.56,0.77,20.28,-5.07,134.29,-3.92,35.19
243.,Kalyani Cast-Tec,525.00,32.11,376.98,0.00,8.01,,70.20,42.62,35.16
244.,R K Swamy,266.25,38.97,1344.32,0.75,0.52,-92.98,65.62,-17.72,35.16
245.,Shekhawati Inds,32.05,8.48,110.48,0.00,2.56,-69.12,17.87,20.17,35.14
246.,Agarwal Toughene,128.05,26.01,226.32,0.00,4.54,,22.29,,34.98
247.,Moongipa Capital,29.93,12.58,27.43,0.00,0.56,-13.85,2.32,-11.45,34.88
248.,Aztec Fluids,96.23,18.28,130.87,0.52,4.45,,38.26,7.08,34.76
249.,Shree Pacetronix,125.10,20.19,45.03,0.00,0.03,-95.52,4.04,-22.75,34.74
250.,Pee Cee Cosma,603.85,13.90,160.02,0.50,2.66,5.98,30.94,-5.00,34.67
251.,RPG LifeScience.,2337.50,44.40,3865.99,0.68,4.20,-20.30,172.21,12.13,34.65
252.,MSTC,686.95,26.63,4836.13,2.26,56.39,-6.85,71.92,-11.35,34.65
253.,Geekay Wires,100.87,13.33,527.15,0.59,9.20,-6.79,123.83,13.51,34.51
254.,Indo Tech.Trans.,3360.65,59.60,3569.01,0.00,17.72,150.64,146.23,52.62,34.49
255.,Vishnusurya,255.00,23.53,627.55,0.39,21.82,,139.13,37.41,34.46
256.,Aimtron,585.00,67.28,1194.21,0.00,11.18,,57.69,33.94,34.40
257.,S A Tech,125.05,44.25,163.28,0.00,4.51,,50.99,61.62,34.35
258.,ICE Make Refrig.,783.30,50.02,1236.03,0.26,4.79,6.68,103.39,34.46,34.30
259.,Kriti Nutrients,132.26,14.17,662.67,0.23,9.56,-1.95,173.55,30.04,34.28
260.,Sh. Digvijay Cem,88.22,17.43,1304.02,3.40,0.40,-94.59,145.17,-20.84,34.08
261.,Viviana Power,1025.80,72.30,612.40,0.00,4.50,,48.11,107.19,34.08
262.,Sai Swami Metals,51.50,11.92,34.08,0.00,1.68,,22.82,-14.88,34.03
263.,Orient,525.50,52.79,2188.27,0.34,15.06,62.63,223.14,49.35,33.96
264.,G M Polyplast,138.00,33.05,185.74,0.36,3.62,180.62,42.86,-1.11,33.86
265.,Leo Dryfruits,,14.01,93.04,,,,,,33.84
266.,Nirman Agri,407.65,18.20,326.51,0.49,6.42,204.27,62.09,379.46,33.81
267.,Sobhagya Mercant,273.80,22.09,229.99,0.00,2.11,0.96,29.11,23.50,33.77
268.,Stylam Industrie,2303.05,29.54,3903.22,0.11,34.10,7.44,262.70,12.29,33.70
269.,Galaxy Agrico,44.72,135.67,12.21,0.00,0.09,125.00,1.00,-22.48,33.54
270.,Kross Ltd,218.84,31.46,1411.72,0.00,9.62,10.83,139.00,-4.06,33.48
271.,Shanthi Gears,525.95,44.63,4034.87,0.95,25.63,21.93,155.08,14.52,33.47
272.,Eco Recyc.,970.40,78.91,1872.56,0.00,8.20,40.41,12.87,81.27,33.44
273.,Vibrant Glo. Cap,65.46,5.02,149.95,3.06,5.06,-82.88,81.85,16.20,33.41
274.,Timex Group,202.25,79.04,2041.71,0.00,17.81,61.91,174.08,37.77,33.40
275.,Taylormade Renew,309.75,51.67,343.60,0.00,4.09,,35.09,34.39,33.39
276.,Vistar Amar,122.95,30.93,70.82,0.00,0.11,-54.17,3.48,-58.12,33.34
277.,Tanfac Inds.,2982.90,55.77,2975.44,0.23,19.31,69.83,111.51,37.04,33.21
278.,Forcas,109.55,26.82,192.59,0.00,2.91,,55.59,89.86,33.16
279.,S J Logistics (I,619.75,24.42,897.59,0.00,12.72,,124.20,,33.13
280.,Kamdhenu,505.50,23.68,1402.17,0.40,15.89,56.09,190.18,2.78,33.03
281.,Mamata Machinery,547.90,37.33,1348.26,0.00,0.22,,27.62,,33.01
282.,Shelter Pharma,61.35,10.65,70.92,0.54,3.54,,24.06,24.60,32.85
283.,Shivalik Bimetal,594.30,42.58,3423.42,0.29,19.94,-1.97,126.65,-0.87,32.84
284.,Master Trust,169.61,13.88,1904.14,0.00,36.89,58.12,153.68,27.77,32.78
285.,Beta Drugs Ltd,2054.90,48.18,1975.55,0.00,24.44,,180.30,27.63,32.76
286.,Vinsys IT Serv.,420.75,23.91,617.57,0.00,10.94,,92.12,16.25,32.75
287.,Prakash Pipes,501.65,12.22,1199.86,0.36,24.30,7.19,200.21,17.18,32.72
288.,Steel Strips Inf,33.33,,28.80,0.00,-0.40,-101.65,0.32,0.00,32.71
289.,Quasar India,1.95,42.51,93.94,0.00,1.29,67.53,11.57,12.77,32.67
290.,Shantidoot Infra,310.00,31.85,55.74,0.00,0.90,,5.05,54.91,32.66
291.,Tinna Rubber,1456.35,46.08,2494.65,0.34,12.13,59.19,117.63,47.61,32.60
292.,Likhitha Infra.,358.60,20.44,1414.68,0.42,17.38,12.64,125.40,25.46,32.54
293.,Dynavision,365.00,23.28,140.16,0.00,0.98,-36.36,3.30,50.00,32.53
294.,Energy-Mission,331.95,30.59,375.98,0.00,5.56,,72.50,26.73,32.53
295.,Yash Optics,88.35,23.58,218.80,0.00,4.55,,19.50,4.39,32.52
296.,Getalong Enterp.,50.20,45.64,100.40,0.00,0.94,,0.98,196.97,32.49
297.,Kachchh Minerals,29.02,76.90,15.38,0.00,-0.06,-127.27,0.00,-100.00,32.45
