Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
263.,Reliance Industr,1251.15,24.93,1693102.37,0.40,19323.00,-4.78,231535.00,-0.15,9.61
264.,Bajaj Housing,126.08,60.63,105001.27,0.00,545.60,20.95,2410.15,26.09,9.42
265.,Grasim Inds,2510.00,35.29,165285.93,0.40,1100.16,-65.08,33562.85,11.06,9.30
266.,Indian Renewable,230.55,42.90,61966.42,0.00,387.75,36.18,1629.55,38.49,9.30
267.,PNB Housing,926.65,14.16,24079.48,0.00,471.70,22.71,1867.53,5.74,9.27
268.,H U D C O,245.91,19.96,49228.72,1.69,688.62,52.47,2517.72,35.01,9.23
269.,Sundaram Finance,4687.20,32.48,52076.60,0.64,436.15,19.36,2084.67,22.04,9.21
270.,Whirlpool India,1874.05,75.66,23776.42,0.27,53.53,42.21,1712.99,12.58,9.07
271.,Adani Energy Sol,821.25,66.48,98655.34,0.00,773.39,144.66,6183.70,68.32,9.00
272.,IRB Infra.Devl.,60.31,59.11,36421.21,0.50,99.87,4.30,1585.84,-9.12,8.96
273.,LIC Housing Fin.,609.45,6.86,33523.59,1.48,1327.79,11.41,6937.72,2.55,8.79
274.,ICICI Pru Life,673.60,111.14,97349.33,0.09,250.99,2.92,25158.31,44.69,8.75
275.,M & M Fin. Serv.,276.45,15.67,34157.82,2.28,390.03,38.54,4465.15,16.48,8.74
276.,Atul,6878.20,53.57,20250.63,0.29,139.53,51.47,1392.83,16.68,8.74
277.,Devyani Intl.,190.08,1517.45,22928.71,0.00,-4.92,-110.61,1222.16,49.14,8.73
278.,JSW Energy,634.40,56.81,110878.43,0.32,876.76,0.36,3237.66,-0.67,8.59
279.,Anant Raj,879.10,86.78,30055.62,0.08,105.65,75.67,512.85,54.34,8.56
280.,Voltas,1824.70,109.76,60376.54,0.30,132.83,272.59,2619.11,14.23,8.51
281.,Nexus Select,139.70,42.07,21164.55,,110.24,-56.16,557.37,3.05,8.32
282.,A B Real Estate,2384.75,170.59,26636.63,0.21,2.82,217.42,1127.56,30.67,8.31
283.,Swan Energy,754.90,71.29,23662.86,0.01,67.13,-39.37,1032.19,-15.62,8.25
284.,L&T Finance Ltd,143.44,13.90,35777.80,1.74,696.68,17.06,4019.34,25.06,8.22
285.,The Ramco Cement,985.70,85.50,23291.34,0.25,25.77,-64.31,2044.13,-12.67,8.10
286.,S A I L,114.17,14.93,47158.21,1.75,897.15,-44.34,24675.20,-16.95,8.10
287.,IndusInd Bank,997.90,9.57,77741.57,1.65,1325.45,-39.24,12686.28,12.79,7.93
288.,Kotak Mah. Bank,1838.65,19.01,365555.55,0.11,5044.05,13.07,16426.97,19.76,7.86
289.,Tata Chemicals,1027.90,42.71,26186.78,1.46,267.00,-45.66,3999.00,0.03,7.81
290.,AU Small Finance,573.55,22.68,42685.48,0.17,571.21,42.15,3910.61,54.51,7.71
291.,HDFC Bank,1749.20,19.34,1337843.35,1.11,18627.44,6.03,83001.72,10.61,7.67
292.,NHPC Ltd,83.09,28.01,83464.19,2.29,1069.28,-41.20,3051.93,4.12,7.67
293.,ICICI Bank,1265.05,18.85,893060.82,0.79,13905.99,18.83,46325.78,18.97,7.60
294.,NTPC Green,128.17,313.31,108000.27,0.00,175.30,,1082.29,7.34,7.60
295.,Altius Telecom,150.00,43.95,45711.00,,210.40,11.97,4022.50,24.93,7.27
296.,Multi Comm. Exc.,6160.85,90.53,31419.33,0.12,153.62,905.56,285.58,72.96,7.15
297.,Axis Bank,1084.90,12.02,335787.18,0.09,7435.66,19.30,31601.05,15.26,7.06
298.,Bandhan Bank,157.68,9.11,25401.80,0.95,937.45,29.99,5499.81,22.44,7.06
299.,Tata Steel,138.36,56.67,172722.08,2.60,758.84,210.32,53904.71,-3.19,7.02
300.,Federal Bank,205.25,12.20,50378.46,0.58,1114.80,10.28,7005.66,20.97,6.93
301.,IDFC First Bank,65.08,20.55,47638.86,0.00,211.94,-71.62,8957.02,21.76,6.93
302.,FSN E-Commerce,167.84,1121.16,47985.52,0.00,12.97,71.62,1874.74,24.40,6.87
303.,Dalmia BharatLtd,1807.85,40.03,33908.97,0.50,49.00,-61.33,3087.00,-2.09,6.71
304.,Canara Bank,101.45,5.75,92021.76,3.17,4226.75,10.27,30181.85,10.60,6.63
305.,Go Digit General,327.70,105.55,30221.95,0.00,89.47,223.11,2234.35,17.31,6.62
306.,HDFC Life Insur.,623.00,79.20,134119.62,0.32,435.18,15.07,28496.97,23.14,6.61
307.,Laurus Labs,611.75,252.72,32983.07,0.13,19.95,-46.31,1223.70,-0.06,6.60
308.,Union Bank (I),124.06,6.17,94702.51,2.90,4750.93,33.01,26886.58,8.71,6.55
309.,NLC India,243.05,18.36,33702.20,1.23,982.41,-15.94,3657.27,22.83,6.54
310.,Mindspace Busine,369.21,41.13,21894.82,,134.98,-11.01,648.88,1.69,6.52
311.,GMR Airports,78.68,,83078.02,0.00,-428.77,-318.52,2495.46,20.93,6.41
312.,Bank of Baroda,241.64,6.25,124960.80,3.15,5404.97,21.86,31886.92,8.97,6.33
313.,IDBI Bank,77.52,12.31,83352.62,1.93,1869.27,34.31,7445.01,23.30,6.23
314.,St Bk of India,793.40,9.25,708079.35,1.73,20565.03,22.88,121044.68,12.71,6.16
315.,Biocon,369.25,30.72,44332.16,0.14,27.10,-85.63,3590.40,3.70,5.96
316.,Indian Bank,524.35,7.15,70628.06,2.29,2800.81,35.35,15369.01,11.66,5.92
317.,Yes Bank,19.96,34.91,62574.37,0.00,566.59,147.81,7737.20,15.24,5.81
318.,DLF,828.05,56.92,204968.19,0.60,1381.22,122.08,1975.02,46.55,5.74
319.,Godrej Propert.,2734.10,59.41,82346.58,0.00,333.79,399.69,1093.23,218.73,5.74
320.,I R F C,153.70,30.87,200862.94,0.98,1612.65,4.41,6899.66,2.05,5.73
321.,Bank of India,104.72,6.10,47675.54,2.67,2421.75,61.58,17465.81,15.96,5.69
322.,Pun. & Sind Bank,49.25,49.47,33380.60,0.41,239.59,26.71,2738.95,13.84,5.59
323.,Godrej Industrie,1149.30,56.00,38702.92,0.00,488.86,229.46,4804.96,22.03,5.59
324.,Piramal Pharma,254.85,584.34,33786.69,0.04,22.59,350.00,2241.75,17.28,5.49
325.,Punjab Natl.Bank,106.40,8.45,122284.92,1.41,4739.04,136.90,30447.42,13.37,5.46
326.,I O B,53.10,34.13,100371.81,0.00,777.16,24.43,6850.67,17.69,5.41
327.,Embassy Off.REIT,370.28,15.79,35098.61,3.08,1530.36,606.31,1025.81,10.76,5.41
328.,Bank of Maha,55.13,8.66,42403.54,2.54,1332.77,44.89,6017.41,18.73,5.38
329.,UCO Bank,44.96,24.63,53753.99,0.62,602.74,50.06,6078.36,16.47,5.34
330.,Central Bank,55.11,14.00,47840.66,0.00,925.97,48.54,8235.34,11.64,5.29
331.,SJVN,109.09,46.35,42870.14,1.65,439.90,0.06,1026.25,16.84,4.99
332.,Sagility India,52.82,108.61,24726.78,0.00,117.34,235.64,1325.05,21.11,4.71
333.,Aster DM Health.,521.35,94.54,26042.11,0.38,105.76,83.10,1086.44,16.89,4.48
334.,Inox Wind,184.81,126.16,24095.42,0.00,90.20,443.46,732.24,97.56,4.26
335.,Piramal Enterp.,1095.85,,24708.97,0.91,162.97,166.38,2287.97,4.31,3.91
336.,Tejas Networks,1195.60,45.04,20475.91,0.00,275.18,2277.06,2811.26,610.00,3.68
337.,Info Edg.(India),9025.50,241.81,116956.15,0.24,84.74,-91.06,700.82,11.98,3.65
338.,B H E L,230.06,180.14,80108.35,0.11,106.15,268.47,6584.10,28.46,3.37
339.,UPL,529.55,,42118.10,0.19,-585.00,-152.09,11090.00,9.05,3.29
340.,PB Fintech.,2215.85,587.20,101756.45,0.00,50.98,350.35,1167.23,43.81,1.75
341.,Tata Inv.Corpn.,6890.30,94.61,34861.68,0.41,123.69,0.15,142.48,15.03,1.67
342.,Jio Financial,307.45,121.61,195331.72,0.00,689.07,3.13,693.50,14.05,1.55
343.,Zomato Ltd,272.85,354.86,263309.82,0.00,176.00,388.89,4799.00,68.50,1.14
344.,New India Assura,204.66,24.77,33727.97,1.01,90.62,151.15,10785.91,2.08,0.56
345.,Aditya Bir. Fas.,280.75,,30073.82,0.00,-214.70,-14.91,3643.86,12.94,0.25
346.,Wockhardt,1519.20,,24682.79,0.00,-16.00,78.08,809.00,7.44,-0.83
347.,Delhivery,341.80,807.03,25389.19,0.00,10.20,109.91,2189.73,12.77,-1.73
348.,KIOCL,397.60,,24164.18,0.00,-69.21,-223.56,16.14,-96.26,-2.18
349.,Vodafone Idea,8.27,,57641.75,0.00,-7175.90,17.88,10932.20,2.01,-3.61
350.,Brainbees Solut.,649.00,,33695.05,0.00,-62.86,50.76,1904.92,26.41,-4.00
351.,ITI,457.10,,43922.14,0.00,-70.11,44.99,1016.20,312.30,-8.43
352.,One 97,982.80,,62641.96,0.00,930.00,-42.26,1659.50,-34.11,-8.50
353.,Swiggy,541.45,,121200.73,0.00,-625.53,5.07,3601.45,30.33,-24.39
354.,Ola Electric,82.71,,36481.97,0.00,-495.00,5.53,1214.00,39.06,-32.13
